Name	Desc	Id	Title	Kind	Camp	Treasure	Portrait	ClientOnly	CorpseIdx	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	AttackFrame	ClassName	AIParam	SkillParam	PropParam	ScriptParam	WalkSpeed	RunSpeed	VisionRadius	ActiveRadius	ReviveFrame	DropRateFile	AIMaxTime	HeadPic	NoBoss	BloodType	LastAttackCalcType	AssignMode
谷志远	谷志远	1212		3	5	2				enemy083	0	0	0	0	0	36	36	20	11	10	27	guzhiyuan		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy041.spr	1			
谷志远	谷志远	1213		0	5	1				enemy083	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillsword	fellow4	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy041.spr	1			
察将军	察将军	1214	金军统帅	3	5	2				enemy090	0	0	0	0	0	36	36	20	11	10	27	chajiangjun		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy047.spr	1			
蓝特使	蓝特使	1215		3	5	2				passerby070	0	0	0	0	0	36	36	20	11	10	27	lanteshi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy063.spr	1			
护营兵	护营兵	1216		3	5	2				enemy088	0	0	0	0	0	36	36	20	11	10	27	huyingbing		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy063.spr	1			
得日乐	得日乐	1217	游兵统领	0	5	1				enemy094	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillmidrange	intensity4	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy114.spr	1	2		
小漆	小漆	1218	山字营前锋	0	5	1				enemy089	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillmidrange	intensity3	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy114.spr	1	2		
小武	小武	1219	山字营前锋	0	5	1				enemy089	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillmidrange	intensity3	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy114.spr	1	2		
矿工工头	矿工工头	1220		0	5	1				enemy125	0	0	0	0	0	24	26	20	10	20	27		passiveflee	fleeskillmidrange	intensity4	sc	7	7	400	700	1		18	\image\item\other\sculpt\enemy114.spr	1	2		
田中牛	田中牛	1221	村长	0	5	1				enemy099	0	0	0	0	0	24	26	20	10	20	27		passiveflee	fleeskillmidrange	intensity5	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy114.spr	1	3		
督军	督军	1222	先锋营	0	5	1				enemy158	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillmidrange	intensity5	sc	7	7	400	700	510		18	\image\item\other\sculpt\passerby061.spr	1	3		
大臣	大臣_寒山古刹	1223		0	5	1				enemy064	0	0	0	0	0	36	36	20	11	10	27		passiveflee	fleeskillmidrange	intensity0	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy003.spr	1			
大祭司	大祭司	1224	乌蛮族	0	5	1				enemy142	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillmidrange	intensity4	sc	7	7	400	700	1		18	\image\item\other\sculpt\passerby061.spr	1	2		
小荷	小荷_唐门	1225		3	5	2				enemy137	0	0	0	0	0	36	36	20	11	10	27	xiaohe		sk	pp	sc	6	6	400	700	510		18		1			
小白羊	小白羊_唐门	1226		0	0	1				ani002	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillmidrange	intensity4	sc	7	7	400	700	510		18	\image\item\other\sculpt\passerby061.spr	1	2		
蓝叶草	蓝叶草_虎丘剑池	1227		3	5	2				passerby127	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby133	1			
侯三	侯三_唐门	1228		3	5	2				passerby082	0	0	0	0	0	36	36	20	11	10	27	housan		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby064.spr	1			
鲁兵	鲁兵_对话	1229		3	5	2				enemy047	0	0	0	0	0	36	36	20	11	10	27	lubing		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy075.spr	1			
鲁兵	鲁兵_战斗	1230		0	5	1				enemy047	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillmidrange	intensity3	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy075.spr	1	2		
花丛	花丛_唐门	1231		3	5	2				passerby126	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby133	1			
不起眼的箱子	不起眼的箱子_唐门	1232		3	5	2				passerby167	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby133	1			
羊食盆	羊食盆_唐门	1233		3	5	2				passerby147	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby133	1			
东方神像	东方神像	1234		0	5	1				enemy160	0	0	0	0	0	36	36	20	11	10	27		activestup	singleskillmidrange	intensity3	sc	0	0	400	0	510		18	\image\item\other\sculpt\passerby061.spr	1	2		
西方神像	西方神像	1235		0	5	1				enemy162	0	0	0	0	0	36	36	20	11	10	27		activestup	singleskillmidrange	intensity3	sc	0	0	400	0	510		18	\image\item\other\sculpt\passerby061.spr	1	2		
南方神像	南方神像	1236		0	5	1				enemy161	0	0	0	0	0	36	36	20	11	10	27		activestup	singleskillmidrange	intensity3	sc	0	0	400	0	510		18	\image\item\other\sculpt\passerby061.spr	1	2		
北方神像	北方神像	1237		0	5	1				enemy155	0	0	0	0	0	36	36	20	11	10	27		activestup	singleskillmidrange	intensity3	sc	0	0	400	0	510		18	\image\item\other\sculpt\passerby061.spr	1	2		
回音灯	回音灯_黑龙潭	1238		3	5	2				passerby161	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby133	1			
晗魔	晗魔_居延泽	1239		0	5	1				enemy152	0	0	0	0	0	24	26	20	10	20	27		passivestup	singleskillmidrange	intensity5	sc	0	0	400	0	510		18		1	2		
绿薯	绿薯_响水洞	1240		3	5	2				passerby130	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby133	1			
标识	标识_点苍山	1241		3	5	2				passerby160	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby133	1			
老醉头的酒糟	老醉头的酒糟	1242		3	5	2				passerby150	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby133	1			
麻捕头	麻捕头_太行古经	1243		3	5	2				passerby055	0	0	0	0	0	36	36	20	11	10	27	mabutou		sk	pp	sc	6	6	400	700	510		18		1			
吴曦亲兵	吴曦亲兵	1400		3	5	2				enemy082	0	0	0	0	0	36	36	20	11	10	27	wuxiqinbing	activenormal	sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
钱氏匪兵	钱氏匪兵	1401		3	5	2				passerby079	0	0	0	0	0	36	36	20	11	10	27	qianshifeibing	activenormal	sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
吴曦亲兵	吴曦亲兵_战斗	1402		0	0	1				enemy082	0	0	0	0	0	24	26	20	24	26	27		activenormal	singleskillfist	intensity4	sc	7	7	300	700	810		18	\image\item\other\sculpt\enemy099.spr	1	2		
钱氏匪兵	钱氏匪兵_战斗	1403		0	5	1				enemy099	0	0	0	0	0	24	26	20	24	26	27		activenormal	singleskillfist	intensity1	sc	7	7	300	700	450		18	\image\item\other\sculpt\enemy099.spr	1	1		
从海	从海_战斗	1404		0	5	1				enemy084	0	0	0	0	0	24	26	20	24	26	27		activenormal	singleskillsword	intensity6	sc	7	7	300	700	810		18	\image\item\other\sculpt\enemy099.spr	1	3		
护花弟子	护花弟子	1405		0	5	1				enemy025	0	0	0	0	0	24	26	20	24	26	27		activenormal	singleskillmidrange	intensity0	sc	7	7	300	700	510		18	\image\item\other\sculpt\enemy099.spr	1			
杨铁心	杨铁心_[船舱战]	1406		0	5	1				enemy006	0	0	0	0	0	24	26	20	24	26	27		passivenormal	singleskillsword	intensity4	sc	7	7	300	700	90		18		1	3		
箭车	箭车	1407		5	6	2				passerby159	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
天王引路旗帜	天王引路旗帜	1408		3	5	2				passerby174	0	0	0	0	0	36	36	20	11	10	27	withprocesstagnpc		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
行凶者头目	行凶者头目	1409		0	5	1				enemy099	0	0	0	0	0	24	26	20	24	26	27		activenormal	singleskillrange	intensity2	sc	7	7	300	700	810		18	\image\item\other\sculpt\enemy099.spr	1	1		
唐门弟子	唐门弟子	1410		3	5	2				enemy013	0	0	0	0	0	36	36	20	11	10	27	withprocesstagnpc	activenormal	sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
娇娇	娇娇_[护送]	1411		0	5	1				enemy019	0	0	0	0	0	24	26	20	24	26	27		activenormal	noskill	pp	sc	0	0	0	0	810		18	\image\item\other\sculpt\enemy099.spr	1	3		
娇娇	娇娇	1412		3	5	2				enemy019	0	0	0	0	0	36	36	20	11	10	27	jiaojiao	activenormal	sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
丐帮弟子	丐帮站立弟子	1413		3	5	2				enemy037	0	0	0	0	0	36	36	20	11	10	27	gaibangdizi		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
战马	战马	1414		3	5	2				ani010	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
武当弟子	武当站立弟子	1415		3	5	2				enemy049	0	0	0	0	0	36	36	20	11	10	27	wudangdizi		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
武当弟子晓音	武当弟子晓音	1416		3	5	2				enemy049	0	0	0	0	0	36	36	20	11	10	27	wudangdizixiaoyin		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
少林弟子澄峙	少林弟子澄峙	1417		3	5	2				enemy009	0	0	0	0	0	36	36	20	11	10	27	shaolindizichengzhi		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
少林弟子澄邺	少林弟子澄邺	1418		3	5	2				enemy008	0	0	0	0	0	36	36	20	11	10	27	shaolindizichengye		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
少林弟子	少林站立弟子	1419		3	5	2				enemy007	0	0	0	0	0	36	36	20	11	10	27	shaolindizi		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
少林弟子	少林战斗弟子	1420		0	0	1				enemy007	0	0	0	0	0	24	26	20	24	26	27		activenormal	singleskillfist	intensity4	sc	7	7	300	700	300		18	\image\item\other\sculpt\enemy099.spr	1	2		
五毒弟子	五毒站立弟子	1421		3	5	2				enemy019	0	0	0	0	0	36	36	20	11	10	27	wududizi		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
五毒弟子	五毒战斗弟子	1422		0	0	1				enemy019	0	0	0	0	0	24	26	20	24	26	27		activenormal	singleskillfist	intensity4	sc	7	7	300	700	300		18	\image\item\other\sculpt\enemy099.spr	1	2		
南夷女巫	任务用南夷女巫	1423		0	5	2				enemy112	0	0	0	0	0	36	36	20	11	10	27		passivenormal	fleeskillrange	intensity1	sc	6	6	250	700	450		18	\image\item\other\sculpt\enemy110.spr	1	1		
土山杀手	任务用土山杀手	1424		0	5	2				enemy122	0	0	0	0	0	36	36	20	11	10	27		passivenormal	fleeskillrange	intensity1	sc	6	6	250	700	450		18	\image\item\other\sculpt\enemy110.spr	1	1		
翠烟门弟子	翠烟站立弟子	1425		3	5	2				enemy031	0	0	0	0	0	36	36	20	11	10	27	cuiyanmendizi		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
翠烟门弟子	翠烟战斗弟子	1426		0	0	1				enemy031	0	0	0	0	0	24	26	20	24	26	27		activenormal	singleskillfist	intensity4	sc	7	7	300	700	300		18	\image\item\other\sculpt\enemy099.spr	1	2		
北方来客	北方来客	1427		0	5	1				enemy122	0	0	0	0	0	24	26	20	24	26	27		activenormal	singleskillrange	intensity1	sc	7	7	300	700	450		18	\image\item\other\sculpt\enemy099.spr	1	1		
北方来客	北方来客站立	1428		3	5	2				enemy122	0	0	0	0	0	36	36	20	11	10	27	beifanglaike		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
耶律仇	倒地的耶律仇	1429		3	5	2				passerby118	0	0	0	0	0	36	36	20	11	10	27	yelvchou1		sk	pp	sc	6	6	400	700	540		18		1			
天忍教弟子	天忍教站立弟子	1430		3	5	2				enemy043	0	0	0	0	0	36	36	20	11	10	27	tianrenjiaodizi		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
天忍教弟子	天忍教战斗弟子	1431		0	5	1				enemy043	0	0	0	0	0	24	26	20	24	26	27		activenormal	singleskillrange	intensity1	sc	12	7	300	700	450		18	\image\item\other\sculpt\enemy099.spr	1	1		
地字牢囚犯	地字牢囚犯	1432		0	5	1				enemy140	0	0	0	0	0	36	36	20	11	10	27		passivenormal	fleeskillrange	intensity1	sc	6	6	250	700	450		18	\image\item\other\sculpt\enemy110.spr	1	1		
金国将佐	金国将佐皇陵任务用	1433		0	5	1				enemy087	0	0	0	0	0	36	36	20	11	10	27		passivenormal	fleeskillrange	intensity1	sc	6	6	250	700	450		18	\image\item\other\sculpt\enemy110.spr	1	1		
天王镇擂弟子	天王镇擂弟子	1434		3	5	2				enemy001	0	0	0	0	0	36	36	20	11	10	27	tianwangzhenleidizi		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
死心眼的工匠	死心眼的工匠	1435		3	5	2				passerby090	0	0	0	0	0	36	36	20	11	10	27	sixinyandegongjiang		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
蔡老头的徒弟	蔡老头的徒弟	1436		3	5	2				passerby099	0	0	0	0	0	36	36	20	11	10	27	cailaotoudetudi		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
小天	小天	1437		3	5	2				enemy136	0	0	0	0	0	36	36	20	11	10	27	xiaotian		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
小天父亲	小天父亲	1438		3	5	2				passerby009	0	0	0	0	0	36	36	20	11	10	27	xiaotianfuqin		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
金国校尉漆明	金国校尉漆明	1439		3	5	2				passerby094	0	0	0	0	0	36	36	20	11	10	27	jinguoxiaoweiqiming		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
黑旗寡妇	黑旗寡妇	1440		3	5	2				passerby037	0	0	0	0	0	36	36	20	11	10	27	heiqiguafu		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
胆小的画师	胆小的画师	1441		3	5	2				enemy145	0	0	0	0	0	36	36	20	11	10	27	huashi		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
赤练蛇	赤练蛇_原始森林西部	1442		0	5	1				ani009	0	0	0	0	0	24	26	20	24	26	27		activenormal	singleskillsword	intensity0	sc	7	7	300	700	300		18	\image\item\other\sculpt\enemy099.spr	1			
机关人	机关人_百花阵内阵	1443		0	5	1				enemy101	0	0	0	0	0	24	26	20	24	26	27		activenormal	singleskillrange	intensity0	sc	12	7	300	700	300		18	\image\item\other\sculpt\enemy099.spr	1			
翠烟弟子玉珠	翠烟弟子玉珠	1444		3	5	2				enemy031	0	0	0	0	0	36	36	20	11	10	27	cuiyandiziyuzhu		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
翠烟弟子纱织	翠烟弟子纱织	1445		3	5	2				enemy031	0	0	0	0	0	36	36	20	11	10	27	cuiyandizishazhi		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
无辜山民	无辜山民	1446		3	5	2				passerby098	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
翠烟弟子晓云	翠烟弟子晓云	1447		3	5	2				enemy031	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
天王弟子金涛	天王弟子金涛	1448		3	5	2				enemy001	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
丐帮弟子火风	丐帮弟子火风	1449		3	5	2				enemy037	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
昆仑派弟子	昆仑站立弟子	1450		3	5	2				enemy055	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
昆仑派弟子	昆仑战斗弟子	1451		0	0	1				enemy055	0	0	0	0	0	24	26	20	24	26	27		activenormal	singleskillfist	intensity4	sc	7	7	300	700	300		18	\image\item\other\sculpt\enemy099.spr	1	2		
带刀人	带刀人任务用	1452		0	5	1				enemy124	0	0	0	0	0	24	26	20	24	26	27		activenormal	singleskillsword	intensity1	sc	7	7	300	700	450		18	\image\item\other\sculpt\enemy099.spr	1	1		
雪猿	雪猿任务用	1453		0	5	1				ani005	0	0	0	0	0	24	26	20	24	26	27		passivenormal	singleskillfist	intensity1	sc	7	7	300	700	450		18	\image\item\other\sculpt\enemy099.spr	1	1		
雪山派女弟子	雪山派女弟子任务用	1454		0	5	1				enemy131	0	0	0	0	0	24	26	20	24	26	27		passivenormal	singleskillsword	intensity1	sc	7	7	300	700	450		18	\image\item\other\sculpt\enemy099.spr	1	1		
雪山之灵	雪山之灵放置	1456		3	5	2				passerby161	0	0	0	0	0	36	36	20	11	10	27	withprocesstagnpc		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
襄阳老兵	襄阳老兵	1457		3	5	2				passerby109	0	0	0	0	0	36	36	20	11	10	27	withprocesstagnpc		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
乌山青	乌山青	1458		3	5	2				passerby049	0	0	0	0	0	36	36	20	11	10	27	withprocesstagnpc		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
乌小龙	乌小龙	1459		3	5	2				passerby101	0	0	0	0	0	36	36	20	11	10	27	withprocesstagnpc		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
乌氏家丁	乌氏家丁	1460		3	5	2				passerby073	0	0	0	0	0	36	36	20	11	10	27	withprocesstagnpc		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
知春台老鸨	知春台老鸨	1461		3	5	2				passerby035	0	0	0	0	0	36	36	20	11	10	27	withprocesstagnpc		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
小红	小红	1462		3	5	2				passerby026	0	0	0	0	0	36	36	20	11	10	27	withprocesstagnpc		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
小翠	小翠	1463		3	5	2				passerby027	0	0	0	0	0	36	36	20	11	10	27	withprocesstagnpc		sk	pp	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy002.spr	1			
财宝兔	非常有钱的财宝兔(初级)	1487		0	5	12				ani021	0	0	0	0	0	24	26	20	24	26	27		fleecaibaotu	noskill	rabbit1	sc	15	15	800	5000	99999999		18	\image\item\other\sculpt\enemy099.spr	1	2		
小财宝兔	一般有钱的财宝兔(初级)	1488		0	5	1				ani022	0	0	0	0	0	24	26	20	24	26	27		fleecaibaotu	noskill	rabbit2	sc	15	15	800	5000	99999999		18	\image\item\other\sculpt\enemy099.spr	1	2		
战神酒火塘	任务篝火	1489		4	6	2				passerby165	0	0	0	0	0	36	36	20	11	10	27	gouhuonpc		sk	intensity0	sc	6	6	400	700	540		18	\image\item\other\sculpt\enemy065.spr	1			
赵珊	佩佩支线任务专用	1490		3	5	2				enemy033	0	0	0	0	0	36	36	20	11	10	27	zhaoshan		sk	intensity0	sc	6	6	400	700	540		18		1			
相士	佩佩支线任务专用	1491		3	5	2				enemy085	0	0	0	0	0	36	36	20	11	10	27	xiangshi		sk	intensity0	sc	6	6	400	700	540		18		1			
香菱	佩佩支线任务专用	1492		3	5	2				enemy137	0	0	0	0	0	36	36	20	11	10	27	xiangling		sk	intensity0	sc	6	6	400	700	540		18		1			
习墨	佩佩支线任务专用	1493		3	5	2				enemy136	0	0	0	0	0	36	36	20	11	10	27	ximo		sk	intensity0	sc	6	6	400	700	540		18		1			
财宝兔	非常有钱的财宝兔(中级)	1494		0	5	12				ani021	0	0	0	0	0	24	26	20	24	26	27		fleecaibaotu	noskill	rabbit1	sc	15	15	800	5000	99999999		18	\image\item\other\sculpt\enemy099.spr	1	2		
财宝兔	非常有钱的财宝兔(中级)	1495		0	5	12				ani021	0	0	0	0	0	24	26	20	24	26	27		fleecaibaotu	noskill	rabbit1	sc	15	15	800	5000	99999999		18	\image\item\other\sculpt\enemy099.spr	1	2		
小财宝兔	一般有钱的财宝兔(高级)	1496		0	5	1				ani022	0	0	0	0	0	24	26	20	24	26	27		fleecaibaotu	noskill	rabbit2	sc	15	15	800	5000	99999999		18	\image\item\other\sculpt\enemy099.spr	1	2		
小财宝兔	一般有钱的财宝兔(高级)	1497		0	5	1				ani022	0	0	0	0	0	24	26	20	24	26	27		fleecaibaotu	noskill	rabbit2	sc	15	15	800	5000	99999999		18	\image\item\other\sculpt\enemy099.spr	1	2		
手谕	手谕_光宗	1500		3	5	2				passerby148	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby149	1			
合欢花	合欢花_箱子	1501		3	5	2				passerby149	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby149	1			
游龙珏	游龙珏_箱子	1502		3	5	2				passerby122	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby122	1			
客人的包袱	客人的包袱_箱子	1503		3	5	2				passerby142	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	36		18	passerby142	1			
神枪方氏礼盒	七星枪谱_箱子	1504		3	5	2				passerby122	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby122	1			
翠烟门礼盒	紫星牡丹_箱子	1505		3	5	2				passerby122	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby122	1			
少林派礼盒	金刚经_箱子	1506		3	5	2				passerby122	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby122	1			
武当派礼盒	超度亡魂经_箱子	1507		3	5	2				passerby122	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby122	1			
盐帮礼盒	一万两银子_箱子	1508		3	5	2				passerby122	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby122	1			
蝴蝶草	蝴蝶草_箱子	1509		3	5	2				passerby125	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby125	1			
凤眼珠碎片	凤眼珠碎片_箱子	1510		3	5	2				passerby154	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby154	1			
朱红果	朱红果_箱子	1511		3	5	2				passerby134	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby134	1			
藏宝图碎片1	藏宝图碎片1_箱子	1512		3	5	2				passerby127	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby127	1			
藏宝图碎片2	藏宝图碎片2_箱子	1513		3	5	2				passerby127	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby127	1			
藏宝图碎片3	藏宝图碎片3_箱子	1514		3	5	2				passerby127	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby127	1			
藏宝图碎片4	藏宝图碎片4_箱子	1515		3	5	2				passerby127	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby127	1			
关卡1信箱	关卡1信件_箱子	1516		3	5	2				passerby161	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby157	1			
关卡2信箱	关卡2信件_箱子	1517		3	5	2				passerby161	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby157	1			
关卡3信箱	关卡3信件_箱子	1518		3	5	2				passerby161	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby157	1			
关卡4信箱	关卡4信件_箱子	1519		3	5	2				passerby161	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby157	1			
绿闪儿花	绿闪儿花_箱子	1520		3	5	2				passerby133	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby133	1			
古剑无痕	古剑无痕_箱子	1521		3	5	2				passerby167	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby167	1			
老者书信	老者书信_箱子	1522		3	5	2				passerby148	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby148	1			
连根草	连根草_箱子	1523		3	5	2				passerby125	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby125	1			
温润草	温润草_箱子	1524		3	5	2				passerby132	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby132	1			
橡实	橡实_箱子	1525		3	5	2				passerby121	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby121	1			
陈年烈酒	陈年烈酒_箱子	1526		3	5	2				passerby142	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby142	1			
东坡诗集注	东坡诗集注_箱子	1527		3	5	2				passerby148	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby148	1			
紫玉	紫玉	1528		3	5	2				passerby154	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	ani009	1			
苦神雕像	苦神雕像_鸡冠洞	1529		3	5	2				passerby156	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby156	1			
