Name	Kind	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	Stack	MakeCost	ItemValue	BindType	Valuable	ReqLevel	ClassName	ForbidType	CanBeOffer	Shortcut	CDType	MagicName1	Value1	Time1	MagicName2	Value2	Time2	MagicName3	Value3	Time3
[福利]回血丹（大）	[福利]回血丹（大）	17	13	1	4	\image\item\other\medicine\fuliyao1_4.spr		36	<color=gold>福利药品<color><enter>大补神药，可同时回复大量生命，可在参加逍遥谷、藏宝图、宋金、军营、家族高级关卡、领土争夺战时使用。		0	1	1			1		90	fulimedicine	fulimedicine	1	1	1	lifepotion_v	500	90						
[福利]回血丹（精）	[福利]回血丹（精）	17	13	1	5	\image\item\other\medicine\fuliyao1_4.spr		36	<color=gold>福利药品<color><enter>大补神药，可同时回复非常多生命，可在参加逍遥谷、藏宝图、宋金、军营、家族高级关卡、领土争夺战时使用。		0	1	1			1		90	fulimedicine	fulimedicine	1	1	1	lifepotion_v	600	90						
[福利]回内丹（简）	[福利]回内丹（简）	17	13	2	1	\image\item\other\medicine\fuliyao2_1.spr		36	<color=gold>福利药品<color><enter>一般的补药，可同时回复少量内力，可在参加逍遥谷、藏宝图、宋金、军营、家族高级关卡、领土争夺战时使用。		0	1	1			1		30	fulimedicine	fulimedicine	1	1	1	manapotion_v	200	90						
[福利]回内丹（小）	[福利]回内丹（小）	17	13	2	2	\image\item\other\medicine\fuliyao2_2.spr		36	<color=gold>福利药品<color><enter>普通的补药，可同时回复不少内力，可在参加逍遥谷、藏宝图、宋金、军营、家族高级关卡、领土争夺战时使用。		0	1	1			1		50	fulimedicine	fulimedicine	1	1	1	manapotion_v	300	90						
[福利]回内丹（中）	[福利]回内丹（中）	17	13	2	3	\image\item\other\medicine\fuliyao2_3.spr		36	<color=gold>福利药品<color><enter>强效的补药，可同时回复很多内力，可在参加逍遥谷、藏宝图、宋金、军营、家族高级关卡、领土争夺战时使用。		0	1	1			1		70	fulimedicine	fulimedicine	1	1	1	manapotion_v	400	90						
[福利]回内丹（大）	[福利]回内丹（大）	17	13	2	4	\image\item\other\medicine\fuliyao2_4.spr		36	<color=gold>福利药品<color><enter>大补神药，可同时回复大量内力，可在参加逍遥谷、藏宝图、宋金、军营、家族高级关卡、领土争夺战时使用。		0	1	1			1		90	fulimedicine	fulimedicine	1	1	1	manapotion_v	500	90						
[福利]回内丹（精）	[福利]回内丹（精）	17	13	2	5	\image\item\other\medicine\fuliyao2_4.spr		36	<color=gold>福利药品<color><enter>大补神药，可同时回复非常多内力，可在参加逍遥谷、藏宝图、宋金、军营、家族高级关卡、领土争夺战时使用。		0	1	1			1		90	fulimedicine	fulimedicine	1	1	1	manapotion_v	600	90						
[福利]乾坤造化丸（简）	[福利]乾坤造化丸（简）	17	13	3	1	\image\item\other\medicine\fuliyao3_1.spr		36	<color=gold>福利药品<color><enter>一般的补药，可同时回复少量生命和内力，可在参加逍遥谷、藏宝图、宋金、军营、家族高级关卡、领土争夺战时使用。		0	1	1			1		30	fulimedicine	fulimedicine	1	1	1	lifepotion_v	120	90	manapotion_v	120	90			
[福利]乾坤造化丸（小）	[福利]乾坤造化丸（小）	17	13	3	2	\image\item\other\medicine\fuliyao3_2.spr		36	<color=gold>福利药品<color><enter>普通的补药，可同时回复不少生命和内力，可在参加逍遥谷、藏宝图、宋金、军营、家族高级关卡、领土争夺战时使用。		0	1	1			1		50	fulimedicine	fulimedicine	1	1	1	lifepotion_v	180	90	manapotion_v	180	90			
[福利]乾坤造化丸（中）	[福利]乾坤造化丸（中）	17	13	3	3	\image\item\other\medicine\fuliyao3_3.spr		36	<color=gold>福利药品<color><enter>强效的补药，可同时回复很多生命和内力，可在参加逍遥谷、藏宝图、宋金、军营、家族高级关卡、领土争夺战时使用。		0	1	1			1		70	fulimedicine	fulimedicine	1	1	1	lifepotion_v	240	90	manapotion_v	240	90			
[福利]乾坤造化丸（大）	[福利]乾坤造化丸（大）	17	13	3	4	\image\item\other\medicine\fuliyao3_4.spr		36	<color=gold>福利药品<color><enter>大补神药，可同时回复大量生命和内力，可在参加逍遥谷、藏宝图、宋金、军营、家族高级关卡、领土争夺战时使用。		0	1	1			1		90	fulimedicine	fulimedicine	1	1	1	lifepotion_v	300	90	manapotion_v	300	90			
[福利]乾坤造化丸（精）	[福利]乾坤造化丸（精）	17	13	3	5	\image\item\other\medicine\fuliyao3_4.spr		36	<color=gold>福利药品<color><enter>大补神药，可同时回复非常多生命和内力，可在参加逍遥谷、藏宝图、宋金、军营、家族高级关卡、领土争夺战时使用。		0	1	1			1		90	fulimedicine	fulimedicine	1	1	1	lifepotion_v	360	180	manapotion_v	360	180			
新手回血丹	新手回血丹	17	14	1	1	\image\item\other\medicine\medicine_112_s.spr		36	普通的补药，使用后可回复一些生命。<enter><color=green>适合打怪、副本、PK竞技等使用。<color>		0	1	1			1		20	medicine	medicine	1	1	1	lifepotion_v	200	90						
