WareId	WareName	WareType	nGenre	nDetailType	nParticular	nLevel	nSeries	nCurrencyType	nUseType	nOrgPrice	nWareUseStyle	nDiscount	nRecommend	timeSaleStart	timeSaleClose	DiscountStart	DiscountClose	dwTimeout	nTimeFrameStartSale	nTimeFrameEndSale	Consumed	nHonor	nBind
495	[面具]碧血银枪（周）	115	1	13	151	10	0	0		1500								10080					
496	[面具]梨涡浅笑（月）	115	1	13	152	10	0	0		6000								43200					
497	[面具]梨涡浅笑（周）	115	1	13	153	10	0	0		1500								10080					
498	[面具]君临冕（3天）	115	1	13	154	10	0	0		600								4320					
499	[面具]君临冕（14天）	115	1	13	155	10	0	0		2700								20160					
500	[面具]绝世冠（3天）	115	1	13	156	10	0	0		450								4320					
501	[面具]绝世冠（14）	115	1	13	157	10	0	0		2000								20160					
502	倾城倾国	102	18	1	1284	5	0	0		3000								43200					
503	国色天香	102	18	1	1284	4	0	0		3000								43200					
504	颖之藻仪	102	18	1	1284	3	0	0		3000								43200					
505	燕语莺啼	102	18	1	1284	2	0	0		1000								43200					
506	龙驹凤雏	102	18	1	1284	11	0	0		3000								43200					
507	碧血丹心	102	18	1	1284	12	0	0		3000								43200					
508	乱世英雄	102	18	1	1284	10	0	0		2000								43200					
509	盖世英雄	102	18	1	1284	9	0	0		1000								43200					
510	独胆英雄	102	18	1	1284	8	0	0		1000								43200					
511	草莽英雄	102	18	1	1284	6	0	0		1000								43200					
512	无名英雄	102	18	1	1284	7	0	0		1000								43200					
513	闲云野鹤	102	18	1	1284	1	0	0		1000								43200					
514	[面具]机关人（周）	115	1	13	158	10	0	0		1200								43200					
515	[面具]机关人（月）	115	1	13	159	10	0	0		5000								43200					
516	VIP邀请者买1级装备礼包（台湾占位）	0	18	1	1494	1	0	0		3000	2							43200			100		
517	VIP邀请者买2级装备礼包	0	18	1	1494	2	0	0		7000	2							43200			100		
518	VIP邀请者买3级装备礼包	0	18	1	1494	3	0	0		15000	2							43200			100		
519	3折精气散（回1500）	103	18	1	1518	1	0	0		65								43200			100		
520	3折活气散（回1500）	103	18	1	1519	1	0	0		65								43200			100		
521	家族召唤BOSS令牌	0	18	1	1520	1	0	0		300								10080					
522	闲云野鹤	109	18	1	1284	1	0	3		1000								43200			0		1
523	燕语莺啼	109	18	1	1284	2	0	3		5000								43200			0		1
524	颖之藻仪	109	18	1	1284	3	0	3		50000								43200			0		1
525	国色天香	109	18	1	1284	4	0	3		800000								43200			0	8	1
526	倾城倾国	109	18	1	1284	5	0	3		800000								43200			0	8	1
527	草莽英雄	109	18	1	1284	6	0	3		2000								43200			0		1
528	无名英雄	109	18	1	1284	7	0	3		3000								43200			0		1
529	独胆英雄	109	18	1	1284	8	0	3		5000								43200			0		1
530	盖世英雄	109	18	1	1284	9	0	3		10000								43200			0		1
531	乱世英雄	109	18	1	1284	10	0	3		50000								43200			0		1
532	龙驹凤雏	109	18	1	1284	11	0	3		800000								43200			0	8	1
533	碧血丹心	109	18	1	1284	12	0	3		800000								43200			0	8	1
534	快乐的小男孩	110	1	13	3	1	0	3		2000								43200			0		0
535	快乐的小女孩	110	1	13	4	1	0	3		2000								43200			0		0
536	二丫	110	1	13	17	1	0	3		3000								43200			0		0
537	宝果子	110	1	13	16	1	0	3		3000								43200			0		0
538	新年侠客	110	1	13	18	1	0	3		8000								43200			0		0
539	新年侠女	110	1	13	19	1	0	3		8000								43200			0		0
540	窦昊	110	1	13	145	1	0	3		20000								43200			0		0
541	倾世	110	1	13	146	1	0	3		20000								43200			0		0
542	唐伯虎	110	1	13	140	1	0	3		50000								43200			0		0
543	秋香	110	1	13	141	1	0	3		50000								43200			0		0
544	沃德卡普	110	1	13	142	1	0	3		800000								86400			0	8	0
545	财神爷	110	1	13	143	1	0	3		800000								86400			0	8	0
546	秦始皇	110	1	13	144	1	0	3		800000								86400			0	8	0
547	赤兔·箱	111	18	1	1285	1	0	3		200000								43200			0	3	0
548	吉祥虎·箱	111	18	1	1285	2	0	3		500000								43200			0	3	0
549	雪魂·箱	111	18	1	1285	3	0	3		2000000								43200			0	3	0
550	蓝麒麟·箱	111	18	1	1285	4	0	3		5000000								43200			0	8	0
551	忆赟·箱	111	18	1	1285	5	0	3		6000000								43200			0	9	0
552	火麒麟·箱	111	18	1	1285	6	0	3		8000000								43200			0	9	0
553	8级20%装备	111	18	1	1202	1	0	3		200000								43200			0		1
554	9级20%装备	111	18	1	1203	1	0	3		500000								43200			0		1
555	10级20%装备	111	18	1	1204	1	0	3		800000								43200			0		1
556	10级4%装备	111	18	1	1209	1	0	3		2000000								43200			0		1
557	五级玄晶	113	18	1	114	5	0	3		10000		60				2011-12-1 0:00	2020-8-30 0:00	43200	20	100000	0	1	1
558	六级玄晶	113	18	1	114	6	0	3		35000		60				2011-12-1 0:00	2020-8-30 0:00	43200	30	100000	0	1	1
559	七级玄晶	113	18	1	114	7	0	3		119000		60				2011-12-1 0:00	2020-8-30 0:00	43200	60	100000	0	2	1
560	八级玄晶	113	18	1	114	8	0	3		415000		60				2011-12-1 0:00	2020-8-30 0:00	43200	90	100000	0	3	1
561	九级玄晶	113	18	1	114	9	0	3		1440000		60				2011-12-1 0:00	2020-8-30 0:00	43200	150	100000	0	6	1
562	十级玄晶	113	18	1	114	10	0	3		1000000								43200			0		1
563	游龙古币（100）	113	18	1	1286	1	0	3		150000								43200			0	2	1
564	魂石箱（500）	113	18	1	244	3	0	3		50000								43200			0	2	1
565	装备传承符	113	18	1	1198	1	0	3		20000								43200			0	2	1
566	装备重铸符	113	18	1	1199	1	0	3		10000								43200			0	2	1
567	真爱之羽	110	1	25	40	1	0	3		1000000								86400			0	8	0
568	真爱之羽	110	1	25	41	1	0	3		1000000								86400			0	8	0
569	真爱之羽	110	1	25	40	1	0	3		125000								10080			0	8	0
570	真爱之羽	110	1	25	41	1	0	3		125000								10080			0	8	0
571	限量美女鼠标垫	112	18	1	1290	1	0	3		600000								43200			0	6	1
572	限量美女抱枕	112	18	1	1290	2	0	3		1200000								43200			0	6	1
573	3级普通宝石箱	102	18	1	1552	1	0	0		200								43200					
574	4级普通宝石箱	102	18	1	1553	1	0	0		200								43200					
575	5级普通宝石箱	102	18	1	1554	1	0	0		200								43200					
576	3级特殊宝石箱	102	18	1	1555	1	0	0		200								43200					
577	4级特殊宝石箱	102	18	1	1556	1	0	0		200								43200					
578	5级特殊宝石箱	102	18	1	1557	1	0	0		200								43200					
579	新年福袋	102	18	1	1558	1	0	0		200								43200					
580	转转乐福袋	102	18	1	1559	1	0	0		200								43200					
581	雷霆印碎片	111	18	1	741	1	0	3		1000000								0			0		1
582	雷霆印	111	1	16	14	2	0	3		8000000								0	150	100000	0	9	1
583	[面具]圣诞男孩和小熊（蓝）	115	1	13	164	10	0	0		1888				2011-12-20 0:00	2021-3-17 0:00			43200					
584	[面具]圣诞萝莉和小熊（蓝）	115	1	13	165	10	0	0		1888				2011-12-20 0:00	2021-3-17 0:00			43200					
585	[面具]圣诞男孩和雪人（红）	115	1	13	166	10	0	0		1888				2011-12-20 0:00	2021-3-17 0:00			43200					
586	[面具]圣诞萝莉和雪人（红）	115	1	13	167	10	0	0		1888				2011-12-20 0:00	2021-3-17 0:00			43200					
587	[面具]圣诞男孩和小熊（紫）	115	1	13	168	10	0	0		1888				2011-12-20 0:00	2021-3-17 0:00			43200					
588	[面具]圣诞萝莉和小熊（紫）	115	1	13	169	10	0	0		1888				2011-12-20 0:00	2021-3-17 0:00			43200					
589	新年祈愿卡	0	18	1	1633	1	0	0		100				2012-1-15 0:00	2012-1-31 0:00			10080					
590	霸蝶之羽	110	1	26	38	1	0	3		500000								86400				7	0
591	妖精之羽	110	1	26	39	1	0	3		500000								86400				7	0
592	炽炎之羽	110	1	26	40	1	0	3		1000000								86400				8	0
593	精灵之羽	110	1	26	41	1	0	3		1000000								86400				8	0
594	霸蝶之羽	110	1	26	38	1	0	3		62500								10080				7	0
595	妖精之羽	110	1	26	39	1	0	3		62500								10080				7	0
596	炽炎之羽	110	1	26	40	1	0	3		125000								10080				8	0
597	精灵之羽	110	1	26	41	1	0	3		125000								10080				8	0
598	[面具]圣诞男孩和小熊（红）	102	1	13	170	10	0	0		1888								43200					
599	[面具]圣诞萝莉和小熊（红）	102	1	13	171	10	0	0		1888								43200					
600	台湾福袋_占位	102	18	1	1640	1	0	0		200								43200					
601	情·红色挚爱	114	18	1	1655	1	0	0		599		50		2012-2-14 0:00	2021-3-17 0:00	2012-2-14 0:00	2012-2-19 0:00	43200			100		
602	情·情深似海	114	18	1	1656	1	0	0		1999		50		2012-2-14 0:00	2021-3-17 0:00	2012-2-14 0:00	2012-2-19 0:00	43200			100		
603	情·蓝色妖姬	114	18	1	1657	1	0	0		1199		50		2012-2-14 0:00	2021-3-17 0:00	2012-2-14 0:00	2012-2-19 0:00	43200			100		
604	情·倾国倾城	114	18	1	1658	1	0	0		3999		50		2012-2-14 0:00	2021-3-17 0:00	2012-2-14 0:00	2012-2-19 0:00	43200			100		
605	情·真爱永恒	114	18	1	1659	1	0	0		5999		50		2012-2-14 0:00	2021-3-17 0:00	2012-2-14 0:00	2012-2-19 0:00	43200			100		
606	缘·一见钟情	114	1	1	101	1	0	0		1999				2012-2-14 0:00	2021-3-17 0:00			43200			100		
607	缘·心如海	114	1	1	101	2	0	0		9999				2012-2-14 0:00	2021-3-17 0:00			43200			100		
608	台湾福袋_占位	102	18	1	1664	1	0	0		200								43200					
609	玫瑰精灵召唤符	103	18	1	1663	2	0	0		999				2012-3-5 0:00	2012-3-31 0:00			43200					
610	2折魂石箱（1000个）	107	18	1	1696	2	0	0		1600								43200					1
611	海洋之心碎片	103	18	1	1708	1	0	0		2999				2012-5-1 0:00	2022-5-31 0:00			43200	16	100000	100		
612	游龙阁金锭	102	18	1	527	2	0	0		200								43200			100		1
613	游龙阁开心蛋（1折）	102	18	1	525	3	0	0		10								43200			100		1
614	小葫芦	103	18	1	1728	1	0	0		10								43200					
615	小葫芦·箱	103	18	1	1728	2	0	0		1000								43200					
616	莲子粽	103	18	1	1743	1	0	0		30								43200			100		
617	西域龙魂福袋占位	102	18	1	1739	1	0	0		200								43200					
618	胜利果(小)	102	18	1	1731	1	0	0		100				2012-6-25 0:00	2022-7-31 0:00			43200			100		
619	胜利果(大)	102	18	1	1731	2	0	0		300				2012-6-25 0:00	2022-7-31 0:00			43200			100		
620	升级道具	102	18	1	1731	3	0	0		500				2012-6-25 0:00	2022-7-31 0:00			43200			100		
621	橄榄枝	103	18	1	1770	1	0	0		20				2012-7-24 0:00	2022-8-13 0:00			43200			100		
622	橄榄束·箱	103	18	1	1771	2	0	0		2000				2012-7-24 0:00	2022-8-13 0:00			43200					
623	武林大会小声望令	103	18	1	1772	1	1	0		660								43200			0		
624	情·玫瑰花语	114	18	1	1786	1	0	0		9999		50		2012-2-14 0:00	2021-3-17 0:00	2012-2-14 0:00	2012-2-19 0:00	43200			100		
625	解心玉	103	18	1	1779	1	0	0		10				2012-8-20 0:00	2012-8-28 0:00			43200			0		
626	燕小楼	111	18	1	666	11	0	3		8000000								43200	150	100000	0	9	1
627	吉祥灯笼_付费	103	18	1	1812	1	0	0		100								1440			0		1
628	火柴_付费	103	18	1	1813	1	0	0		100								1440			0		1
629	中秋·水晶月饼_付费	103	18	1	1814	1	0	0		100								1440			0		1
630	欢度国庆纪念礼包	103	18	1	1821	1	0	0		500								10080			0		1
631	【新·剑侠世界】豪华礼包	103	18	1	1840	1	0	0		28880		10		2012-12-7 0:00	2022-8-28 0:00	2012-12-7 0:00	2022-8-28 0:00	43200		31	0		
632	限量3D美女鼠标垫·小龙女	112	18	1	1847	1	0	3		600000								43200			0	6	1
633	限量美女抱枕·小龙女	112	18	1	1847	2	0	3		1200000								43200			0	6	1
634	三生石	103	18	1	1871	1	0	0		38800				2012-12-18 0:00	2022-12-18 0:00			43200			100		
635	圣诞铃铛	103	18	1	1880	1	0	0		10				2012-12-18 0:00	2013-1-4 0:00			43200					
636	圣诞铃铛·箱	103	18	1	1906	1	0	0		500				2012-12-18 0:00	2013-1-4 0:00			43200					
637	充值票号·188元	103	18	1	1905	1	0	0		5199				2012-7-24 0:00	2022-8-13 0:00			43200					
638	圣诞套装	115	18	1	1879	2	0	0		2888				2012-12-18 0:00	2022-12-18 0:00			43200			100		
