SkillName	Property	SkillId	SkillType	SkillForm	StartPosition	Kind	SkillStyle	SkillGenus	ReplaceType	AppendDamageP	ShotNumber	FactionLimit	RouteLimit	SkillIcon	PreCastEffectId	ManCastSnd	FMCastSnd	StateSpecialId	StatePriority	StateTime	IsNoClearOnDeath	StateType	IsAura	LRSkill	NeedShadow	AttackRadius	IgnoreDistance	MslsGenerate	MslsGenerateData	ChildSkillId	ChildSkillLevel	ChildSkillNum	IsMissileSkill	CastActionId	EventSkillLevel	IsMelee	WaitTime	ClientOnly	SkillCostType	CostValue	TimePerCast	TimePerCastOnHorse	IsPhysical	IsDamage	TargetOnly	Relation	IsUseAR	StartSkillId	FlySkillId	FlyEventTime	CollidSkillId	VanishedSkillId	HitSkillId	ReqLevel	MaxLevel	WeaponLimit	HorseLimit	AngerLimit	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	IsExpSkill	Series	ShowAddition	ClassName	SkillDesc
商阳剑	主动内功系攻击	868	5	2	3		atk_mag_far	1			2			\image\icon\fightskill\daliduanshi\liumaishenjian.spr	285			0	0	0			0	0	0	0	0	0	0	166	-1	1	1	9	-1	0	4	0	0	0	0	0	0	0	0	enemy	0	869	0	0	0	0	0	90	20	12	1	0	0	32		0					0	0	0	3	1	liumaishenjian_child1	大理段氏高级气剑，发出六道气剑攻击对手。
中冲剑	主动内功系攻击	869	5	2	3		atk_mag_far	1			2			\image\icon\fightskill\daliduanshi\liumaishenjian.spr	285			0	0	0			0	0	0	0	0	0	0	167	-1	1	1	9	-1	0	8	0	0	0	0	0	0	1	0	enemy	0	870	0	0	0	0	0	90	20	12	1	0	0	32		0					0	0	0	3	1	liumaishenjian_child2	大理段氏高级气剑，发出六道气剑攻击对手。
关冲剑	主动内功系攻击	870	5	2	3		atk_mag_far	1			2			\image\icon\fightskill\daliduanshi\liumaishenjian.spr	285			0	0	0			0	0	0	0	0	0	0	168	-1	1	1	9	-1	0	12	0	0	0	0	0	0	0	0	enemy	0	871	0	0	0	0	0	90	20	12	1	0	0	32		0					0	0	0	3	1	liumaishenjian_child3	大理段氏高级气剑，发出六道气剑攻击对手。
少冲剑	主动内功系攻击	871	5	2	3		atk_mag_far	1			2			\image\icon\fightskill\daliduanshi\liumaishenjian.spr	285			0	0	0			0	0	0	0	0	0	0	169	-1	1	1	9	-1	0	16	0	0	0	0	0	0	0	0	enemy	0	872	0	0	0	0	0	90	20	12	1	0	0	32		0					0	0	0	3	1	liumaishenjian_child4	大理段氏高级气剑，发出六道气剑攻击对手。
少泽剑	主动内功系攻击	872	5	2	3		atk_mag_far	1			2			\image\icon\fightskill\daliduanshi\liumaishenjian.spr	285			0	0	0			0	0	0	0	0	0	0	170	-1	1	1	9	0	0	20	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	90	20	12	1	0	0	32		0					0	0	0	3	1	liumaishenjian_child5	大理段氏高级气剑，发出六道气剑攻击对手。
叶底藏花_子	主动攻击辅助	873	2				buff	1			-1			\image\icon\fightskill\emei\zhange120.spr	279	\audio\fightskill\tangmen\tm_csc_h.wav	\audio\fightskill\tangmen\tm_csc_h.wav	490	0	0			0	2	0	800	0	0	0	0	-1	1	1	9	-1	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	120	10	0	0	0	0	0		0					0	0	0	0	1	zhange120	使目标攻击时会附加额外的范围攻击，有一定的触发间隔。
龙吞式子子	主动外功系攻击	874	5	2	3			1			1							0	0	0			0	0	0	0	0	0	0	323	-1	3	1	9	0	1	0	0	0	0	0	0	1	0	0	enemy	1	0	0	0	0	0	0	0	20	16	0	0	0	48		0					0	0	0	2	1	empty	
家族旗帜篝火篝火		875	2	1							-1							77	0	180			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
生命最大值增加		876	2			8					-1							80	0	0	1	1	0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	lifeskill_lifemax_p	祈福护甲片
所有抗性增加		877	2			8					-1							81	0	0	1	1	0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	lifeskill_damage_all_resist	祈福五行石
普攻攻击增加		878	2			8					-1							82	0	0	1	1	0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	lifeskill_modaoshi	祈福磨刀石
打怪经验提高		879	2			8					-1							146	0	0	1	1	0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	pray_exp	祈福经验加成
幸运值提高		880	2			8					-1							66	0	0	1	1	0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	pray_luck	祈福幸运加成
公测庆贺令牌效果		881	2			8					-1							148	0	0	1	0	0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
普渡众生_队友	光环防御辅助	882	4	1	1		aura_ally	1			-1							516	0	45			1	2	0	0	0	0	0	416	-1	1	1	14	0	0	0	0	0	0	0	0	0	0	0	teamnoself	0	0	0	0	0	0	0	100	10	0	0	0	0	0		0					1	0	0	0	1	puduzhongsheng_team	
勾魂阱子		883	5	0	1			1			-1			\image\icon\fightskill\mingjiao\qiankundanuoyi.spr				0	0	0			0	0	0	0	0	0	0	1147	-1	1	1	11	-1	0	0	0	0	0	0	0	0	0	0		0	0	185	18	0	0	0	0	20	0	1	0	0	0		0					0	2	0	0	1	gouhunjing_child	
任务系统_飞鸟中		884	2								-1							149	0	180			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
自动测试无形蛊	光环外功系攻击	885	4	1	1		atk_add				15			\image\icon\fightskill\wudu\wuxinggu.spr				0	0	0			1	2	0	0	0	0	0	55	-1	1	1	14	-1	0	0	0	0	0	0	0	1	1	0	enemy	0	886	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	0	2	1	testkill	五毒独门下蛊术，能对光环范围内的对手造成毒攻。
自动测试无形蛊_自身无敌		886	4	1	1						15							21	0	45			1	2	0	0	0	0	0	55	-1	1	1	14	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	0	0	1	npc_wudi	
磐石符		887	2			8					-1							150	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	lifeskill_seriesrestime	
测试用必杀技单体		888	5	1	2		atk_mag_far				1			\image\icon\fightskill\kunlun\kuangleizhendi.spr	223			0	0	0			0	0	0	1000	0	0	0	107	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	testkill	
区域争夺战变身		889	2			4					-1							295	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	dispute_transmutation	
打怪经验提高_翻倍		890	2			8					-1							146	0	0	1	1	0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	addtion_exp	
征战状态		891	2			4					-1							291	0	0	1		0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
金山20周年活动		892	2			8					-1							292	0	0	1	0	0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
守卫主城		893	2			4					-1							293	0	0	1		0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	dispute_defend	
恶狗拦路子	主动限制	894	5	1	3		disable							\image\icon\fightskill\gaibang\egoulanlu.spr	199			0	0	0			0	2	0	0	1	0	0	157	-1	1	1	11	-1	0	0	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	0	1978	0	0	0	0	0	0	0		0					0	0	0	0	1	egoulanlu	
天元心法	被动辅助	895	3								-1			\image\icon\fightskill\public\tianyuanxinfa.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	0	0	1	tianyuanxinfa	修习后有涤尽尘心之效，使人心性平和。
紫霞神功	被动辅助	896	3								-1			\image\icon\fightskill\public\zixiashengong.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	0	0	1	zixiashengong	称誉江湖的上乘内功，运真气以抵御定身、麻痹、冻结、混乱、击退、拉回等负面状态。
切换门派调息		897	2	1							-1							296	0	32400	1	2	0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
断筋刃&触发	主动限制	898	5	3	3		disable	1			1			\image\icon\fightskill\tangmen\sanhuabiao.spr	239			133	0	0			0	0	0	800	0	0	0	151	-1	8	1	11	-1	0	3	0	0	0	0	0	1	0	0	enemy	0	0	0	0	0	0	0	60	10	23	0	0	0	0		1					0	0	0	0	1	duanjinren_child1	
六气化玉功	被动辅助	899	3								-1			\image\icon\fightskill\public\clearattack.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	0	0	1	ignoreattack_skill	以一定概率完全化解来自领土官衔低于自己的玩家的攻击，等级越高，概率越高。
kin伏魔刀法	主动外功系攻击	900	5	0	1		atk_phy_far			100	1			\image\icon\fightskill\shaolin\fumodaofa.spr				0	0	0			0	0	0	520	0	0	0	21	-1	1	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	goldnormalattack	少林初级刀法，攻击单人的招式。
kin破戒刀法	主动外功系攻击	901	5	0	1		atk_phy_far			60	2			\image\icon\fightskill\shaolin\pojiedaofa.spr				0	0	0			0	0	0	520	0	2	9	22	-1	2	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	goldnormalattack	少林中级刀法，施展出两次攻击。
kin普渡棍法	主动外功系攻击	902	5	1	2		atk_phy_near			100	1			\image\icon\fightskill\shaolin\pudugunfa.spr				0	0	0			0	0	0	140	0	0	0	25	-1	1	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	goldnormalattack	少林初级棍法，近身攻击单个对手。
kin伏魔棍法	主动外功系攻击	903	5	1	3		atk_phy_near			120	1			\image\icon\fightskill\shaolin\fumogunfa.spr				0	0	0			0	0	0	140	0	0	0	27	-1	1	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	96		0					0	0	0	1	1	goldnormalattack	少林中级棍法，攻击身前小范围的对手。
kin回风落雁	主动外功系攻击	904	1	5	1		atk_phy_near			50	2			\image\icon\fightskill\tianwang\huifengluoyan.spr				0	0	0			0	0	1	140	0	2	8	905	-1	2	0	9	0	1	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	goldnormalattack	天王初级枪法，一次发出两招攻击对手。
kin回风落雁子	主动外功系攻击	905	5	0	1		atk_phy_near			50	2							0	0	0			0	0	0	0	0	0	0	30	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	goldnormalattack	
kin阳关三叠	主动外功系攻击	906	1	5	1		atk_phy_near			50	2			\image\icon\fightskill\tianwang\yangguansandie.spr				0	0	0			0	0	1	140	0	2	7	907	-1	3	0	9	0	1	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	goldnormalattack	天王中级枪法，一次发出三招攻击对手，速度更快。
kin阳关三叠子	主动外功系攻击	907	5	0	1		atk_phy_near			50	2							0	0	0			0	0	0	0	0	0	0	32	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	goldnormalattack	
kin行云诀	主动外功系攻击	908	1	5	1		atk_phy_near			50	2			\image\icon\fightskill\tianwang\xingyunjue.spr				0	0	0			0	0	1	80	0	2	10	909	-1	1	0	9	0	1	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	goldnormalattack	天王初级锤法，攻击单人的招式。
kin行云诀子	主动外功系攻击	909	5	0	1		atk_phy_near			50	2							0	0	0			0	0	0	0	0	0	0	35	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	goldnormalattack	
kin追风诀	主动外功系攻击	910	1	5	1		atk_phy_near			50	2			\image\icon\fightskill\tianwang\zhuifengjue.spr				0	0	0			0	0	1	80	0	2	7	911	-1	1	0	9	0	1	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	goldnormalattack	天王中级锤法，攻击单人的招式，速度更快。
kin追风诀子	主动外功系攻击	911	5	0	1		atk_phy_near			50	2							0	0	0			0	0	0	0	0	0	0	36	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	goldnormalattack	
kin追心箭	主动外功系攻击	912	5	0	1		atk_phy_far			100	1			\image\icon\fightskill\tangmen\zhuixinjian.spr				0	0	0			0	0	0	520	0	0	0	39	-1	1	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	2	1	woodnormalattack	唐门初级武功，远程发出袖箭攻击对手。
kin天罗地网	主动外功系攻击	913	5	0	1		atk_phy_far			120	1			\image\icon\fightskill\tangmen\tianluodiwang.spr				0	0	0			0	0	0	520	0	0	0	41	-1	1	1	9	-1	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	914	0	0	0	0	0	0	0	0	0		0					0	4	0	2	1	woodnormalattack	唐门中级武功，击中对手后可以飞射出更多的箭支。
kin天罗地网_发散	主动外功系攻击	914	5	4	1		atk_phy_far			60	1							0	0	0			0	0	0	0	0	0	0	42	-1	3	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	64		0					0	0	0	2	1	woodnormalattack	
kin小李飞刀	主动外功系攻击	915	5	1	2		atk_phy_far			100	1			\image\icon\fightskill\tangmen\xiaolifeidao.spr				0	0	0			0	0	0	520	0	0	0	47	-1	1	1	9	1	0	0	0	0	0	0	0	1	1	1	enemy	1	916	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	2	1	woodnormalattack	唐门中级武功，远程发出飞刀直接攻击单个对手。
kin小李飞刀飞行特效		916	5	0	3					100	1							0	0	0			0	0	0	520	0	0	0	145	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	empty	
kin血刀毒杀	主动外功系攻击	917	5	0	1		atk_phy_far			100	1			\image\icon\fightskill\wudu\xuedaodusha.spr				0	0	0			0	0	0	520	0	0	0	54	-1	1	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	2	1	woodnormalattack	五毒初级刀法，攻击单个对手并带有一定毒攻。
kin百毒穿心	主动外功系攻击	918	5	0	1		atk_phy_far			50	2			\image\icon\fightskill\wudu\baiduchuanxin.spr				0	0	0			0	0	0	520	0	2	6	56	-1	2	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	2	1	woodnormalattack	五毒中级刀法，中程两次攻击小范围对手。
kin毒砂掌	主动内功系攻击	919	5	1	2		atk_mag_far			100	1			\image\icon\fightskill\wudu\dushazhang.spr				0	0	0			0	0	0	520	0	0	0	60	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	2	1	woodnormalattack	五毒初级掌法，远程直接攻击单个对手。
kin天罡地煞	主动内功系攻击	920	5	1	2		atk_mag_far			100	1			\image\icon\fightskill\wudu\tiangangdisha.spr				0	0	0			0	0	0	520	0	0	0	63	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	2	1	woodnormalattack	五毒中级掌法，远程直接攻击小范围对手。
kin飘雪穿云	主动内功系攻击	921	5	0	1		atk_mag_far			100	1			\image\icon\fightskill\emei\piaoxuechuanyun.spr				0	0	0			0	0	0	520	0	0	0	67	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	3	1	waternormalattack	峨嵋初级掌法，远程攻击单个对手。
kin四象同归	主动内功系攻击	922	5	1	2		atk_mag_far			100	1			\image\icon\fightskill\emei\sixiangtonggui.spr				0	0	0			0	0	0	520	0	0	0	69	-1	1	1	11	-1	0	0	0	0	0	0	0	0	1	0	enemy	0	923	0	0	0	0	0	0	0	0	0	0	0	0		0					0	1	0	3	1	waternormalattack	峨嵋中级掌法，直接攻击小范围对手，同时迸发冰棱攻击附近对手。
kin四象同归_发散	主动内功系攻击	923	5	4	1		atk_mag_far			100	1							0	0	0			0	0	0	0	0	0	0	70	-1	4	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	112		0					0	0	0	3	1	waternormalattack	
kin佛音战意	主动内功系攻击	924	5	0	1		atk_mag_far			120	1			\image\icon\fightskill\emei\foyinzhanyi.spr				0	0	0			0	0	0	520	0	0	0	76	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	3	1	waternormalattack	峨嵋初级内功，远程攻击单个对手。
kin风卷残雪	主动内功系攻击	925	5	0	1		atk_mag_far			100	1			\image\icon\fightskill\cuiyan\fengjuancanxue.spr				0	0	0			0	0	0	520	0	0	0	80	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	3	1	waternormalattack	翠烟初级剑法，穿透一条直线上的对手。
kin碧海潮生	主动内功系攻击	926	5	0	1		atk_mag_far			100	1			\image\icon\fightskill\cuiyan\bihaichaosheng.spr				0	0	0			0	0	0	500	0	0	0	81	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	3	1	waternormalattack	翠烟中级剑法，穿透直线上小范围的对手。
kin风花雪月	主动外功系攻击	927	5	0	1		atk_phy_far			100	1			\image\icon\fightskill\cuiyan\fenghuaxueyue.spr				0	0	0			0	0	0	520	0	0	0	85	-1	1	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	3	1	waternormalattack	翠烟初级刀法，远程攻击单个对手并带有一定冰攻。
kin牧野流星	主动外功系攻击	928	5	3	1		atk_phy_far			50	2			\image\icon\fightskill\cuiyan\muyeliuxing.spr				0	0	0			0	0	0	80	1	0	0	86	-1	3	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2					0	0	0	3	1	waternormalattack	翠烟中级刀法，远程发出三根冰柱攻击对手并带有一定冰攻。
kin见人伸手	主动内功系攻击	929	5	0	1		atk_mag_far			100	1			\image\icon\fightskill\gaibang\jianrenshenshou.spr				0	0	0			0	0	0	520	0	0	0	89	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	4	1	firenormalattack	丐帮初级掌法，远程攻击单个对手。
kin亢龙有悔	主动内功系攻击	930	5	3	1		atk_mag_far			100	1			\image\icon\fightskill\gaibang\kanglongyouhui.spr				0	0	0			0	0	0	520	0	0	0	90	-1	15	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	64		2					0	0	0	4	1	firenormalattack	丐帮中级掌法，发出数招攻击身前小范围的对手。
kin沿门托钵	主动外功系攻击	931	5	0	1		atk_phy_far			100	1			\image\icon\fightskill\gaibang\yanmentuobo.spr				0	0	0			0	0	0	520	0	0	0	93	-1	1	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	4	1	firenormalattack	丐帮初级棒法，远程攻击单个对手并带有一定火攻。
kin棒打恶狗	主动外功系攻击	932	5	2	1		atk_phy_far			100	1			\image\icon\fightskill\gaibang\bangdaegou.spr				0	0	0			0	0	0	520	0	0	0	94	-1	3	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	40		0					0	0	0	4	1	firenormalattack	丐帮中级棒法，发出数招攻击身前小范围的对手，并带有一定火攻。
kin残阳如血	主动外功系攻击	933	5	0	1		atk_phy_near			100	1			\image\icon\fightskill\tianren\canyangruxue.spr				0	0	0			0	0	0	140	0	0	0	96	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	4	1	firenormalattack	天忍初级矛法，近身攻击单个对手并带有一定火攻。
kin烈火情天	主动外功系攻击	934	5	0	1		atk_phy_near			120	1			\image\icon\fightskill\tianren\liehuoqingtian.spr				0	0	0			0	0	0	140	0	0	0	97	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	4	1	firenormalattack	天忍中级矛法，近身攻击单个对手并带有一定火攻。
kin弹指烈焰	主动内功系攻击	935	5	1	2		atk_mag_far			50	2			\image\icon\fightskill\tianren\tanzhilieyan.spr				0	0	0			0	0	0	520	0	0	0	101	-1	1	1	11	0	0	5	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	4	1	firenormalattack	天忍初级异术，召出一个小火墙直接攻击对手。
kin推山填海	主动内功系攻击	936	5	2	2		atk_mag_far			25	4			\image\icon\fightskill\tianren\tuishantianhai.spr				0	0	0			0	0	0	520	0	5	3	102	-1	6	1	11	0	0	10	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	96		0					0	0	0	4	1	firenormalattack	天忍中级异术，召出一排大火墙攻击大范围对手。
kin剥及而复	主动内功系攻击	937	5	1	2		atk_mag_far			100	1			\image\icon\fightskill\wudang\bojierfu.spr				0	0	0			0	0	0	520	0	0	0	107	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	5	1	earthnormalattack	武当初级内家功夫，远程直接攻击单个对手。
kin无我无剑	主动内功系攻击	938	5	1	2		atk_mag_far			60	2			\image\icon\fightskill\wudang\wuwowujian.spr				0	0	0			0	0	0	520	0	0	0	108	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	5	1	earthnormalattack	武当中级剑气，以气劲直接攻击小范围对手。
kin剑飞惊天	主动外功系攻击	939	5	0	1		atk_phy_near			50	2			\image\icon\fightskill\wudang\jianfeijingtian.spr				0	0	0			0	0	0	210	0	2	6	111	-1	2	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	5	1	earthnormalattack	武当初级剑法，近身攻击单个对手并带有一定雷攻。
kin三环套月	主动外功系攻击	940	5	0	1		atk_phy_near			33	3			\image\icon\fightskill\wudang\sanhuantaoyue.spr				0	0	0			0	0	0	210	0	2	6	112	-1	3	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	5	1	earthnormalattack	武当中级剑法，一连发出三招攻击对手。
kin呼风法	主动外功系攻击	941	5	0	1		atk_phy_far			100	1			\image\icon\fightskill\kunlun\hufengfa.spr				0	0	0			0	0	0	520	0	0	0	117	-1	1	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	5	1	earthnormalattack	昆仑初级刀法，召唤出一道风攻击单个对手并带有一定雷攻。
kin狂风骤电	主动外功系攻击	942	5	0	1		atk_phy_far			100	1			\image\icon\fightskill\kunlun\kuangfengzhoudian.spr				0	0	0			0	0	0	500	0	0	0	119	-1	1	1	9	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	5	1	earthnormalattack	昆仑中级刀法，召唤出一阵狂风席卷直线上小范围的对手。
kin狂雷震地	主动内功系攻击	943	5	1	2		atk_mag_far			100	1			\image\icon\fightskill\kunlun\kuangleizhendi.spr				0	0	0			0	0	0	520	0	0	0	123	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	5	1	earthnormalattack	昆仑初级道术，召唤一道闪电直接攻击单个对手。
kin天际迅雷	主动内功系攻击	944	5	1	2		atk_mag_far			100	2			\image\icon\fightskill\kunlun\tianjixunlei.spr				0	0	0			0	0	0	520	0	0	0	124	-1	1	1	11	-1	0	0	0	0	0	0	0	0	1	0	enemy	0	945	0	0	0	0	0	0	0	0	0	0	0	0		0					0	1	0	5	1	earthnormalattack	昆仑中级道术，召唤一个雷阵攻击大范围对手。
kin天际迅雷_雷阵	主动内功系攻击	945	5	5	2		atk_mag_far			100	2							0	0	0			0	0	0	0	0	2	3	124	-1	4	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	96		0					0	0	0	5	1	earthnormalattack	
