MAP_ID	GAMESVR_SET_1	GAMESVR_SET_2	GAMESVR_SET_3	GAMESVR_SET_4	GAMESVR_SET_5	GAMESVR_SET_6	GAMESVR_SET_7	GAMESVR_SET_8	GAMESVR_SET_9	GAMESVR_SET_10	GAMESVR_SET_11	GAMESVR_SET_12	GAMESVR_SET_13	GAMESVR_SET_14	GAMESVR_SET_15	GAMESVR_SET_16	备注
1874	1	2	2	2	2	5	5	5	5	5	5	5	5	5	5	5	大逃杀（16）
1875	1	2	2	2	2	5	5	5	5	5	5	5	5	5	5	5	大逃杀（17）
1876	1	2	2	2	2	5	5	5	5	5	5	5	5	5	5	5	大逃杀（18）
1877	1	2	2	2	2	5	5	5	5	5	5	5	5	5	5	5	大逃杀（19）
1878	1	2	2	2	2	5	5	5	5	5	5	5	5	5	5	5	大逃杀（20）
1879	1	1	1	1	1	6	6	6	6	6	6	6	6	6	6	6	大逃杀（21）
1880	1	1	1	1	1	6	6	6	6	6	6	6	6	6	6	6	大逃杀（22）
1881	1	1	1	1	1	6	6	6	6	6	6	6	6	6	6	6	大逃杀（23）
1882	1	1	1	1	1	6	6	6	6	6	6	6	6	6	6	6	大逃杀（24）
1883	1	1	1	1	1	6	6	6	6	6	6	6	6	6	6	6	大逃杀（25）
1884	1	2	2	2	2	7	7	7	7	7	7	7	7	7	7	7	大逃杀（26）
1885	1	2	2	2	2	7	7	7	7	7	7	7	7	7	7	7	大逃杀（27）
1886	1	2	2	2	2	7	7	7	7	7	7	7	7	7	7	7	大逃杀（28）
1887	1	2	2	2	2	7	7	7	7	7	7	7	7	7	7	7	大逃杀（29）
1888	1	2	2	2	2	7	7	7	7	7	7	7	7	7	7	7	大逃杀（30）
1864	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	跨服白虎外厅(1)
1865	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	跨服白虎外厅(2)
1866	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	跨服白虎外厅(3)
1889	1	2	1	4	4	4	4	4	4	4	4	4	4	4	4	4	跨服白虎外厅(4)
1890	1	1	2	1	5	5	5	5	5	5	5	5	5	5	5	5	跨服白虎外厅(5)
1891	1	2	3	2	1	6	6	6	6	6	6	6	6	6	6	6	跨服白虎外厅(6)
1892	1	1	1	3	2	1	7	7	7	7	7	7	7	7	7	7	跨服白虎外厅(7)
1867	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	跨服白虎内厅(1)
1868	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	跨服白虎内厅(2)
1869	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	跨服白虎内厅(3)
1870	1	2	1	4	4	4	4	4	4	4	4	4	4	4	4	4	跨服白虎内厅(4)
1871	1	1	2	1	5	5	5	5	5	5	5	5	5	5	5	5	跨服白虎内厅(5)
1872	1	2	3	2	1	6	6	6	6	6	6	6	6	6	6	6	跨服白虎内厅(6)
1873	1	1	1	3	2	1	7	7	7	7	7	7	7	7	7	7	跨服白虎内厅(7)
2056	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	跨服战场报名点(1)
2057	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	跨服战场报名点(2)
2058	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	跨服战场报名点(3)
2059	1	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	跨服战场报名点(4)
2060	1	2	3	4	5	5	5	5	5	5	5	5	5	5	5	5	跨服战场报名点(5)
2061	1	2	3	4	5	6	6	6	6	6	6	6	6	6	6	6	跨服战场报名点(6)
2062	1	2	3	4	5	6	7	7	7	7	7	7	7	7	7	7	跨服战场报名点(7)
2063	1	2	3	4	5	6	7	8	8	8	8	8	8	8	8	8	跨服战场报名点(8)
2064	1	2	3	4	5	6	7	8	9	9	9	9	9	9	9	9	跨服战场报名点(9)
2065	1	2	3	4	5	6	7	8	9	10	10	10	10	10	10	10	跨服战场报名点(10)
2066	1	2	3	4	5	6	7	8	9	10	11	11	11	11	11	11	跨服战场报名点(11)
2067	1	2	3	4	5	6	7	8	9	10	11	12	12	12	12	12	跨服战场报名点(12)
2068	1	2	3	4	5	6	7	8	9	10	11	12	13	13	13	13	跨服战场报名点(13)
2069	1	2	3	4	5	6	7	8	9	10	11	12	13	14	14	14	跨服战场报名点(14)
2070	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	15	跨服战场报名点(15)
2071	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	跨服战场(1)
2072	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	跨服战场(2)
2073	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	跨服战场(3)
2074	1	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	跨服战场(4)
2075	1	2	3	4	5	5	5	5	5	5	5	5	5	5	5	5	跨服战场(5)
2076	1	2	3	4	5	6	6	6	6	6	6	6	6	6	6	6	跨服战场(6)
2077	1	2	3	4	5	6	7	7	7	7	7	7	7	7	7	7	跨服战场(7)
2078	1	2	3	4	5	6	7	8	8	8	8	8	8	8	8	8	跨服战场(8)
2079	1	2	3	4	5	6	7	8	9	9	9	9	9	9	9	9	跨服战场(9)
2080	1	2	3	4	5	6	7	8	9	10	10	10	10	10	10	10	跨服战场(10)
2081	1	2	3	4	5	6	7	8	9	10	11	11	11	11	11	11	跨服战场(11)
2082	1	2	3	4	5	6	7	8	9	10	11	12	12	12	12	12	跨服战场(12)
2083	1	2	3	4	5	6	7	8	9	10	11	12	13	13	13	13	跨服战场(13)
2084	1	2	3	4	5	6	7	8	9	10	11	12	13	14	14	14	跨服战场(14)
2085	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	15	跨服战场(15)
2275	1	2	3	3	3	6	6	2	2	2	2	2	2	2	2	2	跨服联赛比赛场（13）
2277	1	2	3	3	3	6	6	2	2	2	2	2	2	2	2	2	跨服联赛比赛场（13）
