Name	Kind	kind3	kind2	kind7	kind4	kind5	kind6	SuiteID	bVN	b2	Category	Genre	DetailType	ParticularType	Level
破天锤	橙装PVE_内功系_火_锤	内功系		火系		5	pve				16	2	1	1209	10
金箍棒	橙装PVE_内功系_土_棍	内功系		土系		5	pve				14	2	1	1210	10
偃月刀	橙装PVE_内功系_土_刀	内功系		土系		5	pve				13	2	1	1211	10
破天戟	橙装PVE_内功系_土_枪	内功系		土系		5	pve				15	2	1	1212	10
破天锤	橙装PVE_内功系_土_锤	内功系		土系		5	pve				16	2	1	1213	10
青龙缠手	橙装PVE_内功系_土_手	内功系		土系		5	pve				11	2	1	1214	10
龙王枪	白银PVE_格斗系_金_枪	格斗系		金系		6	pve				15	2	1	1215	10
古锤镇魔	白银PVE_格斗系_金_锤	格斗系		金系		6	pve				16	2	1	1216	10
缚魂缠手	白银PVE_格斗系_金_手	格斗系		金系		6	pve				11	2	1	1217	10
封雷龙蟠棍	白银PVE_外功系_金_棍	外功系		金系		6	pve				14	2	1	1218	10
九炼神刀	白银PVE_外功系_金_刀	外功系		金系		6	pve				13	2	1	1219	10
龙形霸剑	白银PVE_外功系_金_剑	外功系		金系		6	pve				12	2	1	1220	10
龙王枪	白银PVE_外功系_金_枪	外功系		金系		6	pve				15	2	1	1221	10
九炼神刀	白银PVE_内功系_金_刀	内功系		金系		6	pve				13	2	1	1222	10
龙形霸剑	白银PVE_内功系_金_剑	内功系		金系		6	pve				12	2	1	1223	10
缚魂缠手	白银PVE_内功系_金_手	内功系		金系		6	pve				11	2	1	1224	10
龙王枪	白银PVE_格斗系_木_枪	格斗系		木系		6	pve				15	2	1	1225	10
古锤镇魔	白银PVE_格斗系_木_锤	格斗系		木系		6	pve				16	2	1	1226	10
缚魂缠手	白银PVE_格斗系_木_手	格斗系		木系		6	pve				11	2	1	1227	10
封雷龙蟠棍	白银PVE_外功系_木_棍	外功系		木系		6	pve				14	2	1	1228	10
九炼神刀	白银PVE_外功系_木_刀	外功系		木系		6	pve				13	2	1	1229	10
龙形霸剑	白银PVE_外功系_木_剑	外功系		木系		6	pve				12	2	1	1230	10
龙王枪	白银PVE_外功系_木_枪	外功系		木系		6	pve				15	2	1	1231	10
九炼神刀	白银PVE_内功系_木_刀	内功系		木系		6	pve				13	2	1	1232	10
龙形霸剑	白银PVE_内功系_木_剑	内功系		木系		6	pve				12	2	1	1233	10
缚魂缠手	白银PVE_内功系_木_手	内功系		木系		6	pve				11	2	1	1234	10
龙王枪	白银PVE_格斗系_水_枪	格斗系		水系		6	pve				15	2	1	1235	10
古锤镇魔	白银PVE_格斗系_水_锤	格斗系		水系		6	pve				16	2	1	1236	10
缚魂缠手	白银PVE_格斗系_水_手	格斗系		水系		6	pve				11	2	1	1237	10
封雷龙蟠棍	白银PVE_外功系_水_棍	外功系		水系		6	pve				14	2	1	1238	10
九炼神刀	白银PVE_外功系_水_刀	外功系		水系		6	pve				13	2	1	1239	10
龙形霸剑	白银PVE_外功系_水_剑	外功系		水系		6	pve				12	2	1	1240	10
龙王枪	白银PVE_外功系_水_枪	外功系		水系		6	pve				15	2	1	1241	10
九炼神刀	白银PVE_内功系_水_刀	内功系		水系		6	pve				13	2	1	1242	10
龙形霸剑	白银PVE_内功系_水_剑	内功系		水系		6	pve				12	2	1	1243	10
缚魂缠手	白银PVE_内功系_水_手	内功系		水系		6	pve				11	2	1	1244	10
龙王枪	白银PVE_格斗系_火_枪	格斗系		火系		6	pve				15	2	1	1245	10
古锤镇魔	白银PVE_格斗系_火_锤	格斗系		火系		6	pve				16	2	1	1246	10
缚魂缠手	白银PVE_格斗系_火_手	格斗系		火系		6	pve				11	2	1	1247	10
封雷龙蟠棍	白银PVE_外功系_火_棍	外功系		火系		6	pve				14	2	1	1248	10
九炼神刀	白银PVE_外功系_火_刀	外功系		火系		6	pve				13	2	1	1249	10
龙形霸剑	白银PVE_外功系_火_剑	外功系		火系		6	pve				12	2	1	1250	10
龙王枪	白银PVE_外功系_火_枪	外功系		火系		6	pve				15	2	1	1251	10
九炼神刀	白银PVE_内功系_火_刀	内功系		火系		6	pve				13	2	1	1252	10
龙形霸剑	白银PVE_内功系_火_剑	内功系		火系		6	pve				12	2	1	1253	10
缚魂缠手	白银PVE_内功系_火_手	内功系		火系		6	pve				11	2	1	1254	10
龙王枪	白银PVE_格斗系_土_枪	格斗系		土系		6	pve				15	2	1	1255	10
古锤镇魔	白银PVE_格斗系_土_锤	格斗系		土系		6	pve				16	2	1	1256	10
缚魂缠手	白银PVE_格斗系_土_手	格斗系		土系		6	pve				11	2	1	1257	10
封雷龙蟠棍	白银PVE_外功系_土_棍	外功系		土系		6	pve				14	2	1	1258	10
九炼神刀	白银PVE_外功系_土_刀	外功系		土系		6	pve				13	2	1	1259	10
龙形霸剑	白银PVE_外功系_土_剑	外功系		土系		6	pve				12	2	1	1260	10
龙王枪	白银PVE_外功系_土_枪	外功系		土系		6	pve				15	2	1	1261	10
九炼神刀	白银PVE_内功系_土_刀	内功系		土系		6	pve				13	2	1	1262	10
龙形霸剑	白银PVE_内功系_土_剑	内功系		土系		6	pve				12	2	1	1263	10
缚魂缠手	白银PVE_内功系_土_手	内功系		土系		6	pve				11	2	1	1264	10
九炼神刀	白银PVP_刀少	外功系		金系		6	pvp				13	2	1	1265	10
封雷龙蟠棍	白银PVP_棍少	外功系		金系		6	pvp				14	2	1	1266	10
龙王枪	白银PVP_枪天	格斗系		金系		6	pvp				15	2	1	1267	10
古锤镇魔	白银PVP_锤天	格斗系		金系		6	pvp				16	2	1	1268	10
九炼神刀	白银PVP_刀毒	外功系		木系		6	pvp				13	2	1	1269	10
缚魂缠手	白银PVP_掌毒	内功系		木系		6	pvp				11	2	1	1270	10
九炼神刀	白银PVP_刀翠	外功系		水系		6	pvp				13	2	1	1271	10
缚魂缠手	白银PVP_指段	格斗系		水系		6	pvp				11	2	1	1272	10
缚魂缠手	白银PVP_掌峨	内功系		水系		6	pvp				11	2	1	1273	10
龙形霸剑	白银PVP_剑翠、气段、辅峨	内功系		水系		6	pvp				12	2	1	1274	10
封雷龙蟠棍	白银PVP_棍丐	外功系		火系		6	pvp				14	2	1	1275	10
龙王枪	白银PVP_战忍	外功系		火系		6	pvp				15	2	1	1276	10
缚魂缠手	白银PVP_掌丐	内功系		火系		6	pvp				11	2	1	1277	10
九炼神刀	白银PVP_魔忍	内功系		火系		6	pvp				13	2	1	1278	10
九炼神刀	白银PVP_刀昆	外功系		土系		6	pvp				13	2	1	1279	10
龙形霸剑	白银PVP_剑武	外功系		土系		6	pvp				12	2	1	1280	10
龙形霸剑	白银PVP_气武	内功系		土系		6	pvp				12	2	1	1281	10
龙形霸剑	白银PVP_剑昆	内功系		土系		6	pvp				12	2	1	1282	10
古锤镇魔	白银PVP_锤明	外功系		木系		6	pvp				16	2	1	1283	10
龙形霸剑	白银PVP_剑明	内功系		木系		6	pvp				12	2	1	1284	10
裂魂戟	黄金PVE_格斗系_金_枪	格斗系		金系		7	pve				15	2	1	1285	10
神锤惊雷	黄金PVE_格斗系_金_锤	格斗系		金系		7	pve				16	2	1	1286	10
炎凰缠手	黄金PVE_格斗系_金_手	格斗系		金系		7	pve				11	2	1	1287	10
摇光钧天棍	黄金PVE_外功系_金_棍	外功系		金系		7	pve				14	2	1	1288	10
断光邪刃	黄金PVE_外功系_金_刀	外功系		金系		7	pve				13	2	1	1289	10
劫焰幻剑	黄金PVE_外功系_金_剑	外功系		金系		7	pve				12	2	1	1290	10
裂魂戟	黄金PVE_外功系_金_枪	外功系		金系		7	pve				15	2	1	1291	10
断光邪刃	黄金PVE_内功系_金_刀	内功系		金系		7	pve				13	2	1	1292	10
劫焰幻剑	黄金PVE_内功系_金_剑	内功系		金系		7	pve				12	2	1	1293	10
炎凰缠手	黄金PVE_内功系_金_手	内功系		金系		7	pve				11	2	1	1294	10
裂魂戟	黄金PVE_格斗系_木_枪	格斗系		木系		7	pve				15	2	1	1295	10
神锤惊雷	黄金PVE_格斗系_木_锤	格斗系		木系		7	pve				16	2	1	1296	10
炎凰缠手	黄金PVE_格斗系_木_手	格斗系		木系		7	pve				11	2	1	1297	10
摇光钧天棍	黄金PVE_外功系_木_棍	外功系		木系		7	pve				14	2	1	1298	10
断光邪刃	黄金PVE_外功系_木_刀	外功系		木系		7	pve				13	2	1	1299	10
劫焰幻剑	黄金PVE_外功系_木_剑	外功系		木系		7	pve				12	2	1	1300	10
裂魂戟	黄金PVE_外功系_木_枪	外功系		木系		7	pve				15	2	1	1301	10
断光邪刃	黄金PVE_内功系_木_刀	内功系		木系		7	pve				13	2	1	1302	10
劫焰幻剑	黄金PVE_内功系_木_剑	内功系		木系		7	pve				12	2	1	1303	10
炎凰缠手	黄金PVE_内功系_木_手	内功系		木系		7	pve				11	2	1	1304	10
裂魂戟	黄金PVE_格斗系_水_枪	格斗系		水系		7	pve				15	2	1	1305	10
神锤惊雷	黄金PVE_格斗系_水_锤	格斗系		水系		7	pve				16	2	1	1306	10
炎凰缠手	黄金PVE_格斗系_水_手	格斗系		水系		7	pve				11	2	1	1307	10
摇光钧天棍	黄金PVE_外功系_水_棍	外功系		水系		7	pve				14	2	1	1308	10
断光邪刃	黄金PVE_外功系_水_刀	外功系		水系		7	pve				13	2	1	1309	10
劫焰幻剑	黄金PVE_外功系_水_剑	外功系		水系		7	pve				12	2	1	1310	10
裂魂戟	黄金PVE_外功系_水_枪	外功系		水系		7	pve				15	2	1	1311	10
断光邪刃	黄金PVE_内功系_水_刀	内功系		水系		7	pve				13	2	1	1312	10
劫焰幻剑	黄金PVE_内功系_水_剑	内功系		水系		7	pve				12	2	1	1313	10
炎凰缠手	黄金PVE_内功系_水_手	内功系		水系		7	pve				11	2	1	1314	10
裂魂戟	黄金PVE_格斗系_火_枪	格斗系		火系		7	pve				15	2	1	1315	10
神锤惊雷	黄金PVE_格斗系_火_锤	格斗系		火系		7	pve				16	2	1	1316	10
炎凰缠手	黄金PVE_格斗系_火_手	格斗系		火系		7	pve				11	2	1	1317	10
摇光钧天棍	黄金PVE_外功系_火_棍	外功系		火系		7	pve				14	2	1	1318	10
断光邪刃	黄金PVE_外功系_火_刀	外功系		火系		7	pve				13	2	1	1319	10
劫焰幻剑	黄金PVE_外功系_火_剑	外功系		火系		7	pve				12	2	1	1320	10
裂魂戟	黄金PVE_外功系_火_枪	外功系		火系		7	pve				15	2	1	1321	10
断光邪刃	黄金PVE_内功系_火_刀	内功系		火系		7	pve				13	2	1	1322	10
劫焰幻剑	黄金PVE_内功系_火_剑	内功系		火系		7	pve				12	2	1	1323	10
炎凰缠手	黄金PVE_内功系_火_手	内功系		火系		7	pve				11	2	1	1324	10
裂魂戟	黄金PVE_格斗系_土_枪	格斗系		土系		7	pve				15	2	1	1325	10
神锤惊雷	黄金PVE_格斗系_土_锤	格斗系		土系		7	pve				16	2	1	1326	10
炎凰缠手	黄金PVE_格斗系_土_手	格斗系		土系		7	pve				11	2	1	1327	10
摇光钧天棍	黄金PVE_外功系_土_棍	外功系		土系		7	pve				14	2	1	1328	10
断光邪刃	黄金PVE_外功系_土_刀	外功系		土系		7	pve				13	2	1	1329	10
劫焰幻剑	黄金PVE_外功系_土_剑	外功系		土系		7	pve				12	2	1	1330	10
裂魂戟	黄金PVE_外功系_土_枪	外功系		土系		7	pve				15	2	1	1331	10
断光邪刃	黄金PVE_内功系_土_刀	内功系		土系		7	pve				13	2	1	1332	10
劫焰幻剑	黄金PVE_内功系_土_剑	内功系		土系		7	pve				12	2	1	1333	10
炎凰缠手	黄金PVE_内功系_土_手	内功系		土系		7	pve				11	2	1	1334	10
断光邪刃	黄金PVP_刀少	外功系		金系		7	pvp				13	2	1	1335	10
摇光钧天棍	黄金PVP_棍少	外功系		金系		7	pvp				14	2	1	1336	10
裂魂戟	黄金PVP_枪天	格斗系		金系		7	pvp				15	2	1	1337	10
神锤惊雷	黄金PVP_锤天	格斗系		金系		7	pvp				16	2	1	1338	10
断光邪刃	黄金PVP_刀毒	外功系		木系		7	pvp				13	2	1	1339	10
炎凰缠手	黄金PVP_掌毒	内功系		木系		7	pvp				11	2	1	1340	10
断光邪刃	黄金PVP_刀翠	外功系		水系		7	pvp				13	2	1	1341	10
炎凰缠手	黄金PVP_指段	格斗系		水系		7	pvp				11	2	1	1342	10
炎凰缠手	黄金PVP_掌峨	内功系		水系		7	pvp				11	2	1	1343	10
劫焰幻剑	黄金PVP_剑翠、气段、辅峨	内功系		水系		7	pvp				12	2	1	1344	10
摇光钧天棍	黄金PVP_棍丐	外功系		火系		7	pvp				14	2	1	1345	10
裂魂戟	黄金PVP_战忍	外功系		火系		7	pvp				15	2	1	1346	10
炎凰缠手	黄金PVP_掌丐	内功系		火系		7	pvp				11	2	1	1347	10
断光邪刃	黄金PVP_魔忍	内功系		火系		7	pvp				13	2	1	1348	10
断光邪刃	黄金PVP_刀昆	外功系		土系		7	pvp				13	2	1	1349	10
劫焰幻剑	黄金PVP_剑武	外功系		土系		7	pvp				12	2	1	1350	10
劫焰幻剑	黄金PVP_气武	内功系		土系		7	pvp				12	2	1	1351	10
劫焰幻剑	黄金PVP_剑昆	内功系		土系		7	pvp				12	2	1	1352	10
神锤惊雷	黄金PVP_锤明	外功系		木系		7	pvp				16	2	1	1353	10
劫焰幻剑	黄金PVP_剑明	内功系		木系		7	pvp				12	2	1	1354	10
鬼烈枪	青铜PVE_格斗系_金_枪	格斗系		金系		10	pve				15	2	1	1355	10
战锤八荒	青铜PVE_格斗系_金_锤	格斗系		金系		10	pve				16	2	1	1356	10
凝玉缠手	青铜PVE_格斗系_金_手	格斗系		金系		10	pve				11	2	1	1357	10
幽日离火棍	青铜PVE_外功系_金_棍	外功系		金系		10	pve				14	2	1	1358	10
乾坤怀刀	青铜PVE_外功系_金_刀	外功系		金系		10	pve				13	2	1	1359	10
冰魄化剑	青铜PVE_外功系_金_剑	外功系		金系		10	pve				12	2	1	1360	10
鬼烈枪	青铜PVE_外功系_金_枪	外功系		金系		10	pve				15	2	1	1361	10
乾坤怀刀	青铜PVE_内功系_金_刀	内功系		金系		10	pve				13	2	1	1362	10
冰魄化剑	青铜PVE_内功系_金_剑	内功系		金系		10	pve				12	2	1	1363	10
凝玉缠手	青铜PVE_内功系_金_手	内功系		金系		10	pve				11	2	1	1364	10
鬼烈枪	青铜PVE_格斗系_木_枪	格斗系		木系		10	pve				15	2	1	1365	10
战锤八荒	青铜PVE_格斗系_木_锤	格斗系		木系		10	pve				16	2	1	1366	10
凝玉缠手	青铜PVE_格斗系_木_手	格斗系		木系		10	pve				11	2	1	1367	10
幽日离火棍	青铜PVE_外功系_木_棍	外功系		木系		10	pve				14	2	1	1368	10
乾坤怀刀	青铜PVE_外功系_木_刀	外功系		木系		10	pve				13	2	1	1369	10
冰魄化剑	青铜PVE_外功系_木_剑	外功系		木系		10	pve				12	2	1	1370	10
鬼烈枪	青铜PVE_外功系_木_枪	外功系		木系		10	pve				15	2	1	1371	10
乾坤怀刀	青铜PVE_内功系_木_刀	内功系		木系		10	pve				13	2	1	1372	10
冰魄化剑	青铜PVE_内功系_木_剑	内功系		木系		10	pve				12	2	1	1373	10
凝玉缠手	青铜PVE_内功系_木_手	内功系		木系		10	pve				11	2	1	1374	10
鬼烈枪	青铜PVE_格斗系_水_枪	格斗系		水系		10	pve				15	2	1	1375	10
战锤八荒	青铜PVE_格斗系_水_锤	格斗系		水系		10	pve				16	2	1	1376	10
凝玉缠手	青铜PVE_格斗系_水_手	格斗系		水系		10	pve				11	2	1	1377	10
幽日离火棍	青铜PVE_外功系_水_棍	外功系		水系		10	pve				14	2	1	1378	10
乾坤怀刀	青铜PVE_外功系_水_刀	外功系		水系		10	pve				13	2	1	1379	10
冰魄化剑	青铜PVE_外功系_水_剑	外功系		水系		10	pve				12	2	1	1380	10
鬼烈枪	青铜PVE_外功系_水_枪	外功系		水系		10	pve				15	2	1	1381	10
乾坤怀刀	青铜PVE_内功系_水_刀	内功系		水系		10	pve				13	2	1	1382	10
冰魄化剑	青铜PVE_内功系_水_剑	内功系		水系		10	pve				12	2	1	1383	10
凝玉缠手	青铜PVE_内功系_水_手	内功系		水系		10	pve				11	2	1	1384	10
鬼烈枪	青铜PVE_格斗系_火_枪	格斗系		火系		10	pve				15	2	1	1385	10
战锤八荒	青铜PVE_格斗系_火_锤	格斗系		火系		10	pve				16	2	1	1386	10
凝玉缠手	青铜PVE_格斗系_火_手	格斗系		火系		10	pve				11	2	1	1387	10
幽日离火棍	青铜PVE_外功系_火_棍	外功系		火系		10	pve				14	2	1	1388	10
乾坤怀刀	青铜PVE_外功系_火_刀	外功系		火系		10	pve				13	2	1	1389	10
冰魄化剑	青铜PVE_外功系_火_剑	外功系		火系		10	pve				12	2	1	1390	10
鬼烈枪	青铜PVE_外功系_火_枪	外功系		火系		10	pve				15	2	1	1391	10
乾坤怀刀	青铜PVE_内功系_火_刀	内功系		火系		10	pve				13	2	1	1392	10
冰魄化剑	青铜PVE_内功系_火_剑	内功系		火系		10	pve				12	2	1	1393	10
凝玉缠手	青铜PVE_内功系_火_手	内功系		火系		10	pve				11	2	1	1394	10
鬼烈枪	青铜PVE_格斗系_土_枪	格斗系		土系		10	pve				15	2	1	1395	10
战锤八荒	青铜PVE_格斗系_土_锤	格斗系		土系		10	pve				16	2	1	1396	10
凝玉缠手	青铜PVE_格斗系_土_手	格斗系		土系		10	pve				11	2	1	1397	10
幽日离火棍	青铜PVE_外功系_土_棍	外功系		土系		10	pve				14	2	1	1398	10
乾坤怀刀	青铜PVE_外功系_土_刀	外功系		土系		10	pve				13	2	1	1399	10
冰魄化剑	青铜PVE_外功系_土_剑	外功系		土系		10	pve				12	2	1	1400	10
鬼烈枪	青铜PVE_外功系_土_枪	外功系		土系		10	pve				15	2	1	1401	10
乾坤怀刀	青铜PVE_内功系_土_刀	内功系		土系		10	pve				13	2	1	1402	10
冰魄化剑	青铜PVE_内功系_土_剑	内功系		土系		10	pve				12	2	1	1403	10
凝玉缠手	青铜PVE_内功系_土_手	内功系		土系		10	pve				11	2	1	1404	10
乾坤怀刀	青铜PVP_刀少	外功系		金系		10	pvp				13	2	1	1405	10
幽日离火棍	青铜PVP_棍少	外功系		金系		10	pvp				14	2	1	1406	10
鬼烈枪	青铜PVP_枪天	格斗系		金系		10	pvp				15	2	1	1407	10
战锤八荒	青铜PVP_锤天	格斗系		金系		10	pvp				16	2	1	1408	10
乾坤怀刀	青铜PVP_刀毒	外功系		木系		10	pvp				13	2	1	1409	10
凝玉缠手	青铜PVP_掌毒	内功系		木系		10	pvp				11	2	1	1410	10
乾坤怀刀	青铜PVP_刀翠	外功系		水系		10	pvp				13	2	1	1411	10
凝玉缠手	青铜PVP_指段	格斗系		水系		10	pvp				11	2	1	1412	10
凝玉缠手	青铜PVP_掌峨	内功系		水系		10	pvp				11	2	1	1413	10
冰魄化剑	青铜PVP_剑翠、气段、辅峨	内功系		水系		10	pvp				12	2	1	1414	10
幽日离火棍	青铜PVP_棍丐	外功系		火系		10	pvp				14	2	1	1415	10
鬼烈枪	青铜PVP_战忍	外功系		火系		10	pvp				15	2	1	1416	10
凝玉缠手	青铜PVP_掌丐	内功系		火系		10	pvp				11	2	1	1417	10
乾坤怀刀	青铜PVP_魔忍	内功系		火系		10	pvp				13	2	1	1418	10
乾坤怀刀	青铜PVP_刀昆	外功系		土系		10	pvp				13	2	1	1419	10
冰魄化剑	青铜PVP_剑武	外功系		土系		10	pvp				12	2	1	1420	10
冰魄化剑	青铜PVP_气武	内功系		土系		10	pvp				12	2	1	1421	10
冰魄化剑	青铜PVP_剑昆	内功系		土系		10	pvp				12	2	1	1422	10
战锤八荒	青铜PVP_锤明	外功系		木系		10	pvp				16	2	1	1423	10
冰魄化剑	青铜PVP_剑明	内功系		木系		10	pvp				12	2	1	1424	10
龙行刀	蓝装_刀唐龙行刀	外功系		木系		3	pve				22	2	2	10	10
天外飞仙	蓝装_弩唐天外飞仙	外功系		木系		3	pve				23	2	2	20	10
龙行刀	紫装PVE_刀唐龙行刀	外功系		木系		4	pve				22	2	2	30	10
天外飞仙	紫装PVE_弩唐天外飞仙	外功系		木系		4	pve				23	2	2	40	10
龙行刀	紫装PVP_刀唐龙行刀	外功系		木系		4	pvp				22	2	2	50	10
天外飞仙	紫装PVP_弩唐天外飞仙	外功系		木系		4	pvp				23	2	2	60	10
龙行刀	橙装PVE_刀唐龙行刀	外功系		木系		5	pve				22	2	2	70	10
天外飞仙	橙装PVE_弩唐天外飞仙	外功系		木系		5	pve				23	2	2	80	10
龙行刀	橙装PVP_刀唐龙行刀	外功系		木系		5	pvp				22	2	2	90	10
天外飞仙	橙装PVP_弩唐天外飞仙	外功系		木系		5	pvp				23	2	2	100	10
龙行刀	蓝装_金_刀唐龙行刀	外功系		金系		3	pve				22	2	2	101	10
天外飞仙	蓝装_金_弩唐天外飞仙	外功系		金系		3	pve				23	2	2	102	10
龙行刀	紫装PVE_金_刀唐龙行刀	外功系		金系		4	pve				22	2	2	103	10
天外飞仙	紫装PVE_金_弩唐天外飞仙	外功系		金系		4	pve				23	2	2	104	10
龙行刀	橙装PVE_金_刀唐龙行刀	外功系		金系		5	pve				22	2	2	105	10
天外飞仙	橙装PVE_金_弩唐天外飞仙	外功系		金系		5	pve				23	2	2	106	10
龙行刀	蓝装_水_刀唐龙行刀	外功系		水系		3	pve				22	2	2	107	10
天外飞仙	蓝装_水_弩唐天外飞仙	外功系		水系		3	pve				23	2	2	108	10
龙行刀	紫装PVE_水_刀唐龙行刀	外功系		水系		4	pve				22	2	2	109	10
天外飞仙	紫装PVE_水_弩唐天外飞仙	外功系		水系		4	pve				23	2	2	110	10
龙行刀	橙装PVE_水_刀唐龙行刀	外功系		水系		5	pve				22	2	2	111	10
天外飞仙	橙装PVE_水_弩唐天外飞仙	外功系		水系		5	pve				23	2	2	112	10
龙行刀	蓝装_火_刀唐龙行刀	外功系		火系		3	pve				22	2	2	113	10
天外飞仙	蓝装_火_弩唐天外飞仙	外功系		火系		3	pve				23	2	2	114	10
龙行刀	紫装PVE_火_刀唐龙行刀	外功系		火系		4	pve				22	2	2	115	10
天外飞仙	紫装PVE_火_弩唐天外飞仙	外功系		火系		4	pve				23	2	2	116	10
龙行刀	橙装PVE_火_刀唐龙行刀	外功系		火系		5	pve				22	2	2	117	10
天外飞仙	橙装PVE_火_弩唐天外飞仙	外功系		火系		5	pve				23	2	2	118	10
龙行刀	蓝装_土_刀唐龙行刀	外功系		土系		3	pve				22	2	2	119	10
天外飞仙	蓝装_土_弩唐天外飞仙	外功系		土系		3	pve				23	2	2	120	10
龙行刀	紫装PVE_土_刀唐龙行刀	外功系		土系		4	pve				22	2	2	121	10
天外飞仙	紫装PVE_土_弩唐天外飞仙	外功系		土系		4	pve				23	2	2	122	10
龙行刀	橙装PVE_土_刀唐龙行刀	外功系		土系		5	pve				22	2	2	123	10
天外飞仙	橙装PVE_土_弩唐天外飞仙	外功系		土系		5	pve				23	2	2	124	10
子母离魂刀	金系PVE_白银飞刀	外功系		金系		6	pve				22	2	2	125	10
子母离魂刀	木系PVE_白银飞刀	外功系		木系		6	pve				22	2	2	126	10
子母离魂刀	水系PVE_白银飞刀	外功系		水系		6	pve				22	2	2	127	10
子母离魂刀	火系PVE_白银飞刀	外功系		火系		6	pve				22	2	2	128	10
子母离魂刀	土系PVE_白银飞刀	外功系		土系		6	pve				22	2	2	129	10
红莲箭	金系PVE_白银袖箭	外功系		金系		6	pve				23	2	2	130	10
红莲箭	木系PVE_白银袖箭	外功系		木系		6	pve				23	2	2	131	10
红莲箭	水系PVE_白银袖箭	外功系		水系		6	pve				23	2	2	132	10
红莲箭	火系PVE_白银袖箭	外功系		火系		6	pve				23	2	2	133	10
红莲箭	土系PVE_白银袖箭	外功系		土系		6	pve				23	2	2	134	10
阴阳冰炎刀	金系PVE_黄金飞刀	外功系		金系		7	pve				22	2	2	135	10
阴阳冰炎刀	木系PVE_黄金飞刀	外功系		木系		7	pve				22	2	2	136	10
阴阳冰炎刀	水系PVE_黄金飞刀	外功系		水系		7	pve				22	2	2	137	10
阴阳冰炎刀	火系PVE_黄金飞刀	外功系		火系		7	pve				22	2	2	138	10
阴阳冰炎刀	土系PVE_黄金飞刀	外功系		土系		7	pve				22	2	2	139	10
幽冥箭	金系PVE_黄金袖箭	外功系		金系		7	pve				23	2	2	140	10
幽冥箭	木系PVE_黄金袖箭	外功系		木系		7	pve				23	2	2	141	10
幽冥箭	水系PVE_黄金袖箭	外功系		水系		7	pve				23	2	2	142	10
幽冥箭	火系PVE_黄金袖箭	外功系		火系		7	pve				23	2	2	143	10
幽冥箭	土系PVE_黄金袖箭	外功系		土系		7	pve				23	2	2	144	10
子母离魂刀	木系PVP_白银飞刀	外功系		木系		6	pvp				22	2	2	145	10
红莲箭	木系PVP_白银袖箭	外功系		木系		6	pvp				23	2	2	146	10
阴阳冰炎刀	木系PVP_黄金飞刀	外功系		木系		7	pvp				22	2	2	147	10
幽冥箭	木系PVP_黄金袖箭	外功系		木系		7	pvp				23	2	2	148	10
叁索断喉刀	金系PVE_青铜飞刀	外功系		金系		10	pve				22	2	2	149	10
叁索断喉刀	木系PVE_青铜飞刀	外功系		木系		10	pve				22	2	2	150	10
叁索断喉刀	水系PVE_青铜飞刀	外功系		水系		10	pve				22	2	2	151	10
叁索断喉刀	火系PVE_青铜飞刀	外功系		火系		10	pve				22	2	2	152	10
叁索断喉刀	土系PVE_青铜飞刀	外功系		土系		10	pve				22	2	2	153	10
黑羽箭	金系PVE_青铜袖箭	外功系		金系		10	pve				23	2	2	154	10
黑羽箭	木系PVE_青铜袖箭	外功系		木系		10	pve				23	2	2	155	10
黑羽箭	水系PVE_青铜袖箭	外功系		水系		10	pve				23	2	2	156	10
黑羽箭	火系PVE_青铜袖箭	外功系		火系		10	pve				23	2	2	157	10
黑羽箭	土系PVE_青铜袖箭	外功系		土系		10	pve				23	2	2	158	10
叁索断喉刀	木系PVP_青铜飞刀	外功系		木系		10	pvp				22	2	2	159	10
黑羽箭	木系PVP_青铜袖箭	外功系		木系		10	pvp				23	2	2	160	10
