Name	Kind	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	RideProp1Type	RideProp1PA1Min	RideProp1PA1Max	RideProp1PA2Min	RideProp1PA2Max	RideProp1PA3Min	RideProp1PA3Max	RideProp2Type	RideProp2PA1Min	RideProp2PA1Max	RideProp2PA2Min	RideProp2PA2Max	RideProp2PA3Min	RideProp2PA3Max	RideProp3Type	RideProp3PA1Min	RideProp3PA1Max	RideProp3PA2Min	RideProp3PA2Max	RideProp3PA3Min	RideProp3PA3Max	RideProp4Type	RideProp4PA1Min	RideProp4PA1Max	RideProp4PA2Min	RideProp4PA2Max	RideProp4PA3Min	RideProp4PA3Max	RideProp5Type	RideProp5PA1Min	RideProp5PA1Max	RideProp5PA2Min	RideProp5PA2Max	RideProp5PA3Min	RideProp5PA3Max	RideProp6Type	RideProp6PA1Min	RideProp6PA1Max	RideProp6PA2Min	RideProp6PA2Max	RideProp6PA3Min	RideProp6PA3Max	SkillID1	SkillID2	SkillID3	SkillID4	UnLockInterval
马牌（逐日）	vn	1	1	12	43	4	\image\item\equip\horse\horse001_s.spr	\image\item\equip\horse\horse012.spr	32	专用坐骑。<enter>获得<color=yellow>移形换影<color>技能，可使无限传送符能前往更多的地方		0	1	7200000			4		horse	24	24	damage_all_resist	60	60																																																																				5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	650	650	-1	-1	0	0	armordefense_v	150	150	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
马牌（凌天）	vn	1	1	12	44	4	\image\item\equip\horse\horse001_s.spr	\image\item\equip\horse\horse012.spr	32	专用坐骑。<enter>获得<color=yellow>移形换影<color>技能，可使无限传送符能前往更多的地方		0	1	7200000			4		horse	23	23	damage_all_resist	70	70																																																																				5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	650	650	-1	-1	0	0	armordefense_v	150	150	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
马牌（赤兔）	马牌（赤兔）-vn	1	1	12	45	4	\image\item\equip\horse\horse001_s.spr	\image\item\equip\horse\horse010.spr	32	三国第一名马，全身火炭红，无半根杂毛		0	1	2000000			2		horse	10	10	damage_all_resist	60	60																																																																				5	60																																																											fastwalkrun_p	95	95	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
雪魂	vn	1	1	12	46	4	\image\item\equip\horse\horse002_s.spr	\image\item\equip\horse\horse013.spr	32	<color=gold>寒风长漠漠 武侯征四方<color><enter><color=gold>雪魂释离殇 傲雪独飞扬<color><enter><color=green>得雪魂者必将勇往直前<color>		0	1	2000000			2		horse	27	27																																																																							5	60																																																											fastwalkrun_p	95	95	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
忆赟	忆赟-vn	1	1	12	47	4	\image\item\equip\horse\ma32a1.spr	\image\item\equip\horse\ma32a0.spr	32	君如小夜依稀候，花颜醉悦若三秋。<enter><color=yellow>巾帼英雄专用坐骑。<color>		0	1	7200000			2		horse	26	26																																																																							5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	800	800	-1	-1	0	0	armordefense_v	150	150	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0																			
火麒麟	2010风云榜_火麒麟	1	1	12	48	4	\image\item\equip\horse\huoqilin_s.spr	\image\item\equip\horse\huoqilin.spr	32	2010年风云榜专用坐骑。<enter>获得<color=yellow>移形换影<color>技能，可使无限传送符能前往更多的地方		0	1	7200000			2		horse	29	29																																																																							5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	800	800	-1	-1	0	0	armordefense_v	150	150	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0	allskill_v	1	1			1417	1417												
雪魂	雪魂_201107充值	1	1	12	49	4	\image\item\equip\horse\horse002_s.spr	\image\item\equip\horse\horse013.spr	32	出众的品质更衬托出主人的高贵，身份的象征。		0	1	7200000			2		horse	27	27																																																																							5	60																																																											fastwalkrun_p	95	95	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
磷光	磷光	1	1	12	50	4	\image\item\equip\horse\horse030_s.spr	\image\item\equip\horse\linguang.spr	32	坚毅勇敢，永不退缩。得此良驹者，幸运之至。		0	1	7200000			2		horse	30	30																																																																							5	60																																																											fastwalkrun_p	95	95	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
沙漠之风	骆驼（白）	1	1	12	51	4	\image\item\equip\horse\horse014_s.spr	\image\item\equip\horse\horse014.spr	32	踏风而行，仗剑过处，谁眷红尘未肯休。		0	1	7200000			2	1	horse	32	32																																																																							5	60																																																											fastwalkrun_p	95	95	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
沙漠行者	骆驼（黑）	1	1	12	52	2	\image\item\equip\horse\horse016_s.spr	\image\item\equip\horse\horse016.spr	32	路行万里，尘埃落处，谁剪旧事作轻鸿。		0	1	500000			2	1	horse	33	33																																																																							5	50																																																											fastwalkrun_p	50	50	-1	-1	0	0	lifemax_v	250	250	-1	-1	0	0	armordefense_v	50	50	-1	-1	0	0	staminamax_v	50	50	-1	-1	0	0																			
月华·澜	草泥马	1	1	12	54	4	\image\item\equip\horse\baiyangtuoxiao.spr	\image\item\equip\horse\baiyangtuoda.spr	32	君不见走马川行雪海边，平沙莽莽黄入天。		0	1	7200000			2		horse	35	35																																																																							5	60																																																											fastwalkrun_p	95	95	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
羊驼（红）	草泥马	1	1	12	55	4	\image\item\equip\horse\hongyangtuoxiao.spr	\image\item\equip\horse\hongyangtuoda.spr	32	笙歌嘹亮随风去，知尽关山第几重。		0	1	7200000			2		horse	36	36																																																																							5	60																																																											fastwalkrun_p	95	95	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
羊驼（绿）	草泥马	1	1	12	56	4	\image\item\equip\horse\lvyangtuoxiao.spr	\image\item\equip\horse\lvyangtuoda.spr	32	逐着马蹄扬起的灰尘<enter>一路向西<enter>逐马扬尘灰，一路向北……		0	1	7200000			2		horse	37	37																																																																							5	60																																																											fastwalkrun_p	95	95	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
奔雷	黄色狮子	1	1	12	57	4	\image\item\equip\horse\huangshizi_s.spr	\image\item\equip\horse\huangshizi.spr	32	威仪万千，气势不凡。得此坐骑者，幸运之至也。		0	1	7200000			2	1	horse	38	38																																																																							5	60																																																											fastwalkrun_p	95	95	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
沙漠行者·驰	骆驼（黑）	1	1	12	58	4	\image\item\equip\horse\horse016_s.spr	\image\item\equip\horse\horse016.spr	32	耳边呼啸而过的风声载着你奔向远方……		0	1	7200000			2		horse	33	33																																																																							5	60																																																											fastwalkrun_p	95	95	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
火麒麟	2010风云榜_火麒麟	1	1	12	59	4	\image\item\equip\horse\huoqilin_s.spr	\image\item\equip\horse\huoqilin.spr	32	<color=gold>2011年剑侠世界年度VIP坐骑。<color>		0	1	7200000			2		horse	29	29																																																																							5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
忆赟	忆赟	1	1	12	60	4	\image\item\equip\horse\ma32a1.spr	\image\item\equip\horse\ma32a0.spr	32	君如小夜依稀候，花颜醉悦若三秋。<enter><color=yellow>情人节专用坐骑。<color>		0	1	7200000			2		horse	26	26																																																																							5	50																																																											fastwalkrun_p	95	95	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
赤夜天翔	赤夜天翔	1	1	12	61	4	\image\item\equip\horse\horse017_s.spr	\image\item\equip\horse\horse017.spr	32	赤地三千里，飞焰飘羽白		0	1	7200000			3		horse	39	39																																																																							5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	650	650	-1	-1	0	0	armordefense_v	150	150	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0	allskill_v	1	1			1417	1417												
灵兽	新藏宝图限时马	1	1	12	62	1	\image\item\equip\horse\horse001_s.spr	\image\item\equip\horse\horse012.spr	32	九世星盘让你马上骑上灵兽马逃出火海，只有灵兽身上的灵气才能屏蔽周围弥漫的毒烟。		0	1	480000			1		horse	23	23																																																																							5	90																																																											fastwalkrun_p	60	60	-1	-1	0	0	prop_invincibility	1	1	0	0	0	0	defense_state	1	1	0	0	0	0																										
绝世雪羽	绝世雪羽	1	1	12	63	4	\image\item\equip\horse\jueshixueyu_s.spr	\image\item\equip\horse\jueshixueyu.spr	32	一匹高贵空灵的白马，彰显优雅尊贵，世间罕见。		0	1	7200000			2		horse	40	40																																																																							5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
马牌（乌云踏雪）	马牌（乌云踏雪_新手）	1	1	12	64	3	\image\item\equip\horse\horse001_s.spr	\image\item\equip\horse\horse005.spr	32	绝世名马，关外名驹，千里绝群		0	1	36000			2		horse	5	5																																																																							5	10																																																											fastwalkrun_p	40	40	-1	-1	0	0	lifemax_v	250	250	-1	-1	0	0	armordefense_v	65	65	-1	-1	0	0	staminamax_v	80	80	-1	-1	0	0																			
绝世雪羽2	绝世雪羽	1	1	12	64	4	\image\item\equip\horse\jueshixueyu_s.spr	\image\item\equip\horse\jueshixueyu.spr	32	一匹高贵空灵的白马，彰显优雅尊贵，世间罕见。		0	1	7200000			2		horse	40	40																																																																							5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0															10				
醉月·无邪	剑古墓专用坐骑_初级	1	1	12	65	1	\image\item\equip\horse\gumu_01a1.spr	\image\item\equip\horse\gumu_01a0.spr	32	中和雅正，思之无邪。<enter><enter><color=gold>剑系古墓弟子初级坐骑。<enter>装备此坐骑且处于修炼珠的开启修炼修为状态下打怪可以修炼【静思法·上篇】<color>		0	1	120000			1		horse	41	41																																																																							5	20	6	13	1	1																																																							fastwalkrun_p	40	30	-1	-1	0	0	lifemax_v	150	150	-1	-1	0	0	armordefense_v	30	30	-1	-1	0	0	staminamax_v	40	40	-1	-1	0	0															2894				
醉月·清辉	剑古墓专用坐骑_中级	1	1	12	65	2	\image\item\equip\horse\gumu_01a1.spr	\image\item\equip\horse\gumu_01a0.spr	32	随风离昼，夜踏清辉。<enter><enter><color=gold>剑系古墓弟子中级坐骑。<enter>装备此坐骑且处于修炼珠的开启修炼修为状态下打怪可以修炼【静思法·中篇】<color>		0	1	1200000			1		horse	41	41																																																																							5	50	6	13	1	1																																																							fastwalkrun_p	60	50	-1	-1	0	0	lifemax_v	300	300	-1	-1	0	0	armordefense_v	60	60	-1	-1	0	0	staminamax_v	60	60	-1	-1	0	0															2895				
醉月·逐君	剑古墓专用坐骑_高级	1	1	12	65	3	\image\item\equip\horse\gumu_02a1.spr	\image\item\equip\horse\gumu_02a0.spr	32	良辰薄寒，逐君不见。<enter><enter><color=gold>剑系古墓弟子高级坐骑。<enter>装备此坐骑且处于修炼珠的开启修炼修为状态下打怪可以修炼【静思法·下篇】<color>		0	1	7200000			1		horse	42	42																																																																							5	100	6	13	1	1																																																							fastwalkrun_p	90	90	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	100	100	-1	-1	0	0															2896				
赤炼·漠尘	针古墓专用坐骑_男_初级	1	1	12	66	1	\image\item\equip\horse\nanzhengumu1_s.spr	\image\item\equip\horse\nanzhengumu1.spr	32	荼靡花事了，尘烟知多少。<enter><enter><color=gold>男性针系古墓弟子专用。有易容效果。<enter>装备此装备且处于修炼珠的开启修炼修为状态下打怪可以修炼【遐思法·上篇】<color>		0	1	120000			1		horse																																																																									5	20	6	13	1	2	8	0																																																					fastwalkrun_p	40	30	-1	-1	0	0	lifemax_v	150	150	-1	-1	0	0	armordefense_v	30	30	-1	-1	0	0	staminamax_v	40	40	-1	-1	0	0	equipchangefeature	11020	11020	120	120	1	1								2897				
赤炼·爱染	针古墓专用坐骑_男_中级	1	1	12	66	2	\image\item\equip\horse\nanzhengumu1_s.spr	\image\item\equip\horse\nanzhengumu1.spr	32	纤毫爱染心，无故起执迷。<enter><enter><color=gold>男性针系古墓弟子专用。有易容效果。<enter>装备此装备且处于修炼珠的开启修炼修为状态下打怪可以修炼【遐思法·中篇】<color>		0	1	1200000			1		horse																																																																									5	50	6	13	1	2	8	0																																																					fastwalkrun_p	60	50	-1	-1	0	0	lifemax_v	300	300	-1	-1	0	0	armordefense_v	60	60	-1	-1	0	0	staminamax_v	60	60	-1	-1	0	0	equipchangefeature	11020	11020	120	120	1	1								2898				
赤炼·魔华	针古墓专用坐骑_男_高级	1	1	12	66	3	\image\item\equip\horse\nanzhengumu2_s.spr	\image\item\equip\horse\nanzhengumu2.spr	32	业火化红莲，天罪怎消衍。<enter><enter><color=gold>男性针系古墓弟子专用。有易容效果。<enter>装备此装备且处于修炼珠的开启修炼修为状态下打怪可以修炼【遐思法·下篇】<color>		0	1	7200000			1		horse																																																																									5	100	6	13	1	2	8	0																																																					fastwalkrun_p	90	90	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	100	100	-1	-1	0	0	equipchangefeature	11022	11022	120	120	1	1								2899				
离影·碎辰	针古墓专用坐骑_女_初级	1	1	12	67	1	\image\item\equip\horse\nvzhengumu1_s.spr	\image\item\equip\horse\nvzhengumu1.spr	32	银瓶乍破，星若碎辰倾满身。<enter><enter><color=gold>女性针系古墓弟子专用。有易容效果。<enter>装备此装备且处于修炼珠的开启修炼修为状态下打怪可以修炼【遐思法·上篇】<color>		0	1	120000			1		horse																																																																									5	20	6	13	1	2	8	1																																																					fastwalkrun_p	40	30	-1	-1	0	0	lifemax_v	150	150	-1	-1	0	0	armordefense_v	30	30	-1	-1	0	0	staminamax_v	40	40	-1	-1	0	0	equipchangefeature	11019	11019	120	120	1	1								2897				
离影·宵染	针古墓专用坐骑_女_中级	1	1	12	67	2	\image\item\equip\horse\nvzhengumu1_s.spr	\image\item\equip\horse\nvzhengumu1.spr	32	夜久人尽，火光霞燄递相燃。<enter><enter><color=gold>女性针系古墓弟子专用。有易容效果。<enter>装备此装备且处于修炼珠的开启修炼修为状态下打怪可以修炼【遐思法·中篇】<color>		0	1	1200000			1		horse																																																																									5	50	6	13	1	2	8	1																																																					fastwalkrun_p	60	50	-1	-1	0	0	lifemax_v	300	300	-1	-1	0	0	armordefense_v	60	60	-1	-1	0	0	staminamax_v	60	60	-1	-1	0	0	equipchangefeature	11019	11019	120	120	1	1								2898				
离影·玄舞	针古墓专用坐骑_女_高级	1	1	12	67	3	\image\item\equip\horse\nvzhengumu2_s.spr	\image\item\equip\horse\nvzhengumu2.spr	32	天地颜色，玄纁锦舞风云动。<enter><enter><color=gold>女性针系古墓弟子专用。有易容效果。<enter>装备此装备且处于修炼珠的开启修炼修为状态下打怪可以修炼【遐思法·下篇】<color>		0	1	7200000			1		horse																																																																									5	100	6	13	1	2	8	1																																																					fastwalkrun_p	90	90	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	100	100	-1	-1	0	0	equipchangefeature	11021	11021	120	120	1	1								2899				
瀑沙	碧落谷坐骑	1	1	12	68	1	\image\item\equip\horse\huangshizi_s.spr	\image\item\equip\horse\huangshizi.spr	32	奔驰于野，若黄沙瀑流而至。得此坐骑者，幸运之至也。		0	1	1200000			2	1	horse	38	38																																																																							5	25																																																											fastwalkrun_p	40	40	-1	-1	0	0	lifemax_v	250	250	-1	-1	0	0	armordefense_v	65	65	-1	-1	0	0	staminamax_v	80	80	-1	-1	0	0																			
卷尘	碧落谷坐骑	1	1	12	68	2	\image\item\equip\horse\huangshizi_s.spr	\image\item\equip\horse\huangshizi.spr	32	身似狂风，每步皆携漫卷沙尘。得此坐骑者，幸运之至也。		0	1	1200000			2	1	horse	38	38																																																																							5	50																																																											fastwalkrun_p	60	60	-1	-1	0	0	lifemax_v	250	250	-1	-1	0	0	armordefense_v	65	65	-1	-1	0	0	staminamax_v	80	80	-1	-1	0	0																			
魍魉	2012国庆坐骑	1	1	12	69	4	\image\item\equip\horse\wangliang_s.spr	\image\item\equip\horse\wangliang.spr	32	莫知所由生，其行蹎蹎，其视瞑瞑。		0	1	7200000			2		horse	43	43																																																																							5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
兕夔	2012国庆坐骑	1	1	12	70	4	\image\item\equip\horse\sikui_s.spr	\image\item\equip\horse\sikui.spr	32	出入水则必风雨，其光如日月声如雷		0	1	7200000			2		horse	44	44																																																																							5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
玉逍遥	科举状元坐骑	1	1	12	71	4	\image\item\equip\horse\yuxiaoyao_s.spr	\image\item\equip\horse\yuxiaoyao.spr	32	南宋皇帝赐予新科文状元的骏马，马剪九鬃，状若九子。<enter><enter><color=gold>朝罔夕至，须臾如梭。乌飞兔走，日月如流。<enter>		0	1	7200000			2		horse	45	45																																																																							5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	800	800	-1	-1	0	0	armordefense_v	150	150	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0																			
