Name	Kind	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	UnLockInterval
[面具]秦仲		1	1	13	106	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		7117	7117																																																																																																																																
[面具]木超		1	1	13	107	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		7118	7118																																																																																																																																
[面具]紫苑		1	1	13	108	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		7119	7119																																																																																																																																
[面具]莺莺		1	1	13	109	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		7120	7120																																																																																																																																
[面具]秦始皇		1	1	13	110	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		2450	2450																																																																																																																																
[面具]叶静		1	1	13	111	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		7114	7114																																																																																																																																
[面具]钟志铭		1	1	13	112	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		6732	6732																																																																																																																																
[面具]蝶飘飘		1	1	13	113	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		6733	6733																																																																																																																																
[面具]钟志铭		1	1	13	114	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		6732	6732																																																																																																																																
[面具]蝶飘飘		1	1	13	115	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		6733	6733																																																																																																																																
[面具]一代天骄		1	1	13	116	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	100000			1	0	mask	0	0		7159	7159																																																																																																																																
[面具]梨涡浅笑		1	1	13	117	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	100000			1	0	mask	0	0		7160	7160																																																																																																																																
[面具]英雄红		1	1	13	118	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	0	mask	0	0		7162	7162																																																																																																																																
[面具]英雄白		1	1	13	119	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	0	mask	0	0		7163	7163																																																																																																																																
[面具]英雄蓝		1	1	13	120	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	0	mask	0	0		7164	7164																																																																																																																																
[面具]英雄黄		1	1	13	121	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	0	mask	0	0		7165	7165																																																																																																																																
[面具]美女红		1	1	13	122	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	0	mask	0	0		7166	7166																																																																																																																																
[面具]美女白		1	1	13	123	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	0	mask	0	0		7167	7167																																																																																																																																
[面具]美女蓝		1	1	13	124	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	0	mask	0	0		7168	7168																																																																																																																																
[面具]美女黄		1	1	13	125	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	0	mask	0	0		7169	7169																																																																																																																																
[面具]财神		1	1	13	126	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	0	mask	0	0		7245	7245																																																																																																																																
[面具]灶君（红）		1	1	13	127	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	0	mask	0	0		7246	7246																																																																																																																																
[面具]灶君（蓝）		1	1	13	128	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	0	mask	0	0		7247	7247																																																																																																																																
[面具]灶君（黄）		1	1	13	129	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	0	mask	0	0		7248	7248																																																																																																																																
[面具]土地		1	1	13	130	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	0	mask	0	0		7284	7284																																																																																																																																
[面具]少女		1	1	13	131	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	0	mask	0	0		7285	7285																																																																																																																																
[面具]石破天		1	1	13	132	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	0	mask	0	0		7162	7162																																																																																																																																
[面具]夏洛遥		1	1	13	133	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	0	mask	0	0		7123	7123																																																																																																																																
[面具]月月姐		1	1	13	134	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		7109	7109																																																																																																																																
[面具]财神哥		1	1	13	135	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		7245	7245																																																																																																																																
[面具]姜老爷		1	1	13	136	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		7291	7291																																																																																																																																
[面具]金毛狮王		1	1	13	137	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		7292	7292					damage_all_resist	5	5					lifemax_v	300	300	-1	-1	0	0																																																																																																														
[面具]西毒欧阳锋		1	1	13	138	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		7293	7293					damage_all_resist	5	5					manamax_v	300	300	-1	-1	0	0																																																																																																														
[面具]朝霞映雪		1	1	13	139	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	0	mask	0	0		7160	7160																																																																																																																																
[面具]唐伯虎		1	1	13	140	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	0	mask	0	0		6713	6713																																																																																																																																
[面具]秋香		1	1	13	141	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	0	mask	0	0		6714	6714																																																																																																																																
[面具]沃德卡普		1	1	13	142	1	\image\item\other\scriptitem\Fifa_jixiangwu_s.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	0	mask	0	0		6715	6715																																																																																																																																
[面具]财神		1	1	13	143	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	0	mask	0	0		7245	7245																																																																																																																																
[面具]秦始皇		1	1	13	144	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	0	mask	0	0		2450	2450																																																																																																																																
[面具]窦昊		1	1	13	145	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	0	mask	0	0		6709	6709																																																																																																																																
[面具]倾世		1	1	13	146	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	0	mask	0	0		6710	6710																																																																																																																																
[面具]逍遥书生		1	1	13	147	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	0	mask	0	0		9557	9557																																																																																																																																
[面具]金毛狮王（月）（占位）		1	1	13	148	10	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可获得部分NPC的能力		0	0	500000000			1	1	mask	0	0		6738	6738					allskill_v	1	1	1	1			expenhance_p	20	20					allskill_v	1	1			1448	1448	allskill_v	1	1			1293	1293																																																																																																
[面具]金毛狮王（周）		1	1	13	149	10	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可获得部分NPC的能力		0	0	500000000			1	1	mask	0	0		6738	6738					allskill_v	1	1	1	1			expenhance_p	20	20					allskill_v	1	1			1448	1448	allskill_v	1	1			1293	1293																																																																																																
[面具]碧血银枪（月）		1	1	13	150	10	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	500000000			1	1	mask	0	0		7124	7124					allskill_v	1	1	1	1			expenhance_p	20	20					allskill_v	1	1			1448	1448	allskill_v	1	1			1293	1293																																																																																																
[面具]碧血银枪（周）		1	1	13	151	10	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	500000000			1	1	mask	0	0		7124	7124					allskill_v	1	1	1	1			expenhance_p	20	20					allskill_v	1	1			1448	1448	allskill_v	1	1			1293	1293																																																																																																
[面具]梨涡浅笑（月）		1	1	13	152	10	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	500000000			1	1	mask	0	0		7160	7160					allskill_v	1	1	1	1			expenhance_p	20	20					allskill_v	1	1			1448	1448	allskill_v	1	1			1293	1293																																																																																																
[面具]梨涡浅笑（周）		1	1	13	153	10	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	500000000			1	1	mask	0	0		7160	7160					allskill_v	1	1	1	1			expenhance_p	20	20					allskill_v	1	1			1448	1448	allskill_v	1	1			1293	1293																																																																																																
[面具]君临冕（3天）		1	1	13	154	10	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	500000000			1	1	mask	0	0		-1	-1					allskill_v	1	1	1	1			expenhance_p	20	20					allskill_v	1	1			1448	1448	allskill_v	1	1			1293	1293																																																																																																
[面具]君临冕（14天）		1	1	13	155	10	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	500000000			1	1	mask	0	0		-1	-1					allskill_v	1	1	1	1			expenhance_p	20	20					allskill_v	1	1			1448	1448	allskill_v	1	1			1293	1293																																																																																																
[面具]绝世冠（3天）		1	1	13	156	10	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	200000000			1	1	mask	0	0		-1	-1					allskill_v	1	1	1	1			expenhance_p	10	10					allskill_v	1	1			1448	1448																																																																																																							
[面具]绝世冠（14）		1	1	13	157	10	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	200000000			1	1	mask	0	0		-1	-1					allskill_v	1	1	1	1			expenhance_p	10	10					allskill_v	1	1			1448	1448																																																																																																							
[面具]机关人（周）		1	1	13	158	10	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	200000000			1	1	mask	0	0		1443	1443					allskill_v	1	1	1	1			expenhance_p	10	10					allskill_v	1	1			1448	1448																																																																																																							
[面具]机关人（月）		1	1	13	159	10	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	200000000			1	1	mask	0	0		1443	1443					allskill_v	1	1	1	1			expenhance_p	10	10					allskill_v	1	1			1448	1448																																																																																																							
[面具]圣诞男孩（蓝）		1	1	13	160	10	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	1	mask	0	0		9874	9874																																																																																																																																
[面具]圣诞萝莉（蓝）		1	1	13	161	10	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	1	mask	0	0		9875	9875																																																																																																																																
[面具]圣诞男孩（粉红）		1	1	13	162	10	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	1	mask	0	0		9876	9876																																																																																																																																
[面具]圣诞萝莉（粉红）		1	1	13	163	10	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	1	mask	0	0		9877	9877																																																																																																																																
[面具]圣诞男孩和小熊（蓝）		1	1	13	164	10	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	1	mask	0	0		9878	9878																																																																																																																																
[面具]圣诞萝莉和小熊（蓝）		1	1	13	165	10	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	1	mask	0	0		9879	9879																																																																																																																																
[面具]圣诞男孩和雪人（红）		1	1	13	166	10	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	1	mask	0	0		9880	9880																																																																																																																																
[面具]圣诞萝莉和雪人（红）		1	1	13	167	10	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	1	mask	0	0		9881	9881																																																																																																																																
[面具]圣诞男孩和小熊（紫）		1	1	13	168	10	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	1	mask	0	0		9882	9882																																																																																																																																
[面具]圣诞萝莉和小熊（紫）		1	1	13	169	10	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	1	mask	0	0		9883	9883																																																																																																																																
[面具]圣诞男孩和小熊（红）		1	1	13	170	10	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	1	mask	0	0		9884	9884																																																																																																																																
[面具]圣诞萝莉和小熊（红）		1	1	13	171	10	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	1	mask	0	0		9885	9885																																																																																																																																
[面具]梨涡浅笑		1	1	13	172	10	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	100000			2	0	mask	0	0		7160	7160																																																																																																																																
[面具]一代天骄		1	1	13	173	10	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	100000			2	0	mask	0	0		7159	7159																																																																																																																																
[面具]钟志铭		1	1	13	174	10	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	100000			2	0	mask	0	0		6732	6732																																																																																																																																
[面具]敖轩翰		1	1	13	175	10	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	100000			2	0	mask	0	0		7164	7164																																																																																																																																
[面具]夏侯小小		1	1	13	176	10	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	100000			1	0	mask	0	0		6135	6135																																																																																																																																
[面具]爱米兔		1	1	13	177	10	\image\item\huodong\aimitumianju.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	100000			1	0	mask	0	0		10182	10182																																																																																																																																
[面具]古墓·风掣		1	1	13	178	10	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	100000			2	0	mask	0	0		11022	11022																																																																																																																																
[面具]古墓·雪空		1	1	13	179	10	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	100000			2	0	mask	0	0		11015	11015																																																																																																																																
[面具]雪人滚滚		1	1	13	180	10	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	100000			2	0	mask	0	0		11295	11295																																																																																																																																
