Name	Kind	QualityPrefix	Category	Genre	DetailType	ParticularType	Level	SuiteID	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	MagicName1	MagicLevel1	MagicName2	MagicLevel2	MagicName3	MagicLevel3	MagicName4	MagicLevel4	MagicName5	MagicLevel5	MagicName6	MagicLevel6	Stuff1Detail	Stuff1Particular	Stuff2Detail	Stuff2Particular	Str1Times	StrMA1Name	StrMA1PA1Min	StrMA1PA1Max	StrMA1PA2Min	StrMA1PA2Max	StrMA1PA3Min	StrMA1PA3Max	Str2Times	StrMA2Name	StrMA2PA1Min	StrMA2PA1Max	StrMA2PA2Min	StrMA2PA2Max	StrMA2PA3Min	StrMA2PA3Max	UnLockInterval	FightPower
逐鹿之苍穹冠	蓝色争夺套装_土系女铁帽	3	1	4	9	244	10	4	\image\item\equip\helm\f_kui_610_s.spr	\image\item\equip\helm\f_kui_610.spr	19			5	22000	1500000	70000	1	1	1	suite		15	damage_series_resist	70	70	-1	-1	0	0																																																																5	99	8	1									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	7	manamax_v	7	staminamax_v	6	damage_cold_resist	7									15	damage_poison_resist	80	80														
逐鹿之苍穹冠	蓝色争夺套装_土系男布帽	3	1	4	9	245	10	4	\image\item\equip\helm\m_bupi_410_s.spr	\image\item\equip\helm\m_bupi_410.spr	18			5	22000	1500000	70000	1	1	1	suite	3		damage_series_resist	70	70	-1	-1	0	0																																																																5	99	8	0									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	7	manamax_v	7	staminamax_v	6	damage_cold_resist	7									15	damage_poison_resist	80	80														
逐鹿之苍穹冠	蓝色争夺套装_土系女布帽	3	1	4	9	246	10	4	\image\item\equip\helm\f_bupi_810_s.spr	\image\item\equip\helm\f_bupi_810.spr	19			5	22000	1500000	70000	1	1	1	suite		1	damage_series_resist	70	70	-1	-1	0	0																																																																5	99	8	1									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	7	manamax_v	7	staminamax_v	6	damage_cold_resist	7									15	damage_poison_resist	80	80														
逐鹿之苍穹冠	紫色争夺套装_土系男铁帽	4	1	4	9	247	10	4	\image\item\equip\helm\m_kui_210_s.spr	\image\item\equip\helm\m_kui_210.spr	18			5	50000	1500000	70000	1	1	1	suite	15		damage_series_resist	70	70	-1	-1	0	0																																																																5	99	8	0									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	8	manamax_v	8	staminamax_v	7	damage_cold_resist	8	state_weak_resisttime	7							15	damage_poison_resist	80	80														
逐鹿之苍穹冠	紫色争夺套装_土系女铁帽	4	1	4	9	248	10	4	\image\item\equip\helm\f_kui_610_s.spr	\image\item\equip\helm\f_kui_610.spr	19			5	50000	1500000	70000	1	1	1	suite		15	damage_series_resist	70	70	-1	-1	0	0																																																																5	99	8	1									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	8	manamax_v	8	staminamax_v	7	damage_cold_resist	8	state_weak_resisttime	7							15	damage_poison_resist	80	80														
逐鹿之苍穹冠	紫色争夺套装_土系男布帽	4	1	4	9	249	10	4	\image\item\equip\helm\m_bupi_410_s.spr	\image\item\equip\helm\m_bupi_410.spr	18			5	50000	1500000	70000	1	1	1	suite	3		damage_series_resist	70	70	-1	-1	0	0																																																																5	99	8	0									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	8	manamax_v	8	staminamax_v	7	damage_cold_resist	8	state_weak_resisttime	7							15	damage_poison_resist	80	80														
逐鹿之苍穹冠	紫色争夺套装_土系女布帽	4	1	4	9	250	10	4	\image\item\equip\helm\f_bupi_810_s.spr	\image\item\equip\helm\f_bupi_810.spr	19			5	50000	1500000	70000	1	1	1	suite		1	damage_series_resist	70	70	-1	-1	0	0																																																																5	99	8	1									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	8	manamax_v	8	staminamax_v	7	damage_cold_resist	8	state_weak_resisttime	7							15	damage_poison_resist	80	80														
逐鹿之苍穹冠	紫色争夺套装_土系男铁帽	4	1	4	9	251	10	4	\image\item\equip\helm\m_kui_210_s.spr	\image\item\equip\helm\m_kui_210.spr	18			5	50000	1500000	70000	1	1	1	suite	15		damage_series_resist	70	70	-1	-1	0	0																																																																5	99	8	0									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	8	manamax_v	8	staminamax_v	7	damage_cold_resist	8	state_weak_resisttime	7							15	damage_poison_resist	80	80														
逐鹿之苍穹冠	紫色争夺套装_土系女铁帽	4	1	4	9	252	10	4	\image\item\equip\helm\f_kui_610_s.spr	\image\item\equip\helm\f_kui_610.spr	19			5	50000	1500000	70000	1	1	1	suite		15	damage_series_resist	70	70	-1	-1	0	0																																																																5	99	8	1									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	8	manamax_v	8	staminamax_v	7	damage_cold_resist	8	state_weak_resisttime	7							15	damage_poison_resist	80	80														
逐鹿之苍穹冠	紫色争夺套装_土系男布帽	4	1	4	9	253	10	4	\image\item\equip\helm\m_bupi_410_s.spr	\image\item\equip\helm\m_bupi_410.spr	18			5	50000	1500000	70000	1	1	1	suite	3		damage_series_resist	70	70	-1	-1	0	0																																																																5	99	8	0									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	8	manamax_v	8	staminamax_v	7	damage_cold_resist	8	state_weak_resisttime	7							15	damage_poison_resist	80	80														
逐鹿之苍穹冠	紫色争夺套装_土系女布帽	4	1	4	9	254	10	4	\image\item\equip\helm\f_bupi_810_s.spr	\image\item\equip\helm\f_bupi_810.spr	19			5	50000	1500000	70000	1	1	1	suite		1	damage_series_resist	70	70	-1	-1	0	0																																																																5	99	8	1									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	8	manamax_v	8	staminamax_v	7	damage_cold_resist	8	state_weak_resisttime	7							15	damage_poison_resist	80	80														
逐鹿之苍穹冠	橙色争夺套装_土系男铁帽	5	1	4	9	255	10	4	\image\item\equip\helm\m_kui_210_s.spr	\image\item\equip\helm\m_kui_210.spr	18			5	90000	1500000	70000	1	1	1	suite	15		damage_series_resist	70	70	-1	-1	0	0																																																																5	99	8	0									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	9	manamax_v	9	staminamax_v	8	damage_cold_resist	9	state_weak_resisttime	8							15	damage_poison_resist	80	80														1
逐鹿之苍穹冠	橙色争夺套装_土系女铁帽	5	1	4	9	256	10	4	\image\item\equip\helm\f_kui_610_s.spr	\image\item\equip\helm\f_kui_610.spr	19			5	90000	1500000	70000	1	1	1	suite		15	damage_series_resist	70	70	-1	-1	0	0																																																																5	99	8	1									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	9	manamax_v	9	staminamax_v	8	damage_cold_resist	9	state_weak_resisttime	8							15	damage_poison_resist	80	80														1
逐鹿之苍穹冠	橙色争夺套装_土系男布帽	5	1	4	9	257	10	4	\image\item\equip\helm\m_bupi_410_s.spr	\image\item\equip\helm\m_bupi_410.spr	18			5	90000	1500000	70000	1	1	1	suite	3		damage_series_resist	70	70	-1	-1	0	0																																																																5	99	8	0									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	9	manamax_v	9	staminamax_v	8	damage_cold_resist	9	state_weak_resisttime	8							15	damage_poison_resist	80	80														1
逐鹿之苍穹冠	橙色争夺套装_土系女布帽	5	1	4	9	258	10	4	\image\item\equip\helm\f_bupi_810_s.spr	\image\item\equip\helm\f_bupi_810.spr	19			5	90000	1500000	70000	1	1	1	suite		1	damage_series_resist	70	70	-1	-1	0	0																																																																5	99	8	1									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	9	manamax_v	9	staminamax_v	8	damage_cold_resist	9	state_weak_resisttime	8							15	damage_poison_resist	80	80														1
逐鹿之苍穹冠	橙色争夺套装_土系男铁帽	5	1	4	9	259	10	4	\image\item\equip\helm\m_kui_210_s.spr	\image\item\equip\helm\m_kui_210.spr	18			5	90000	1500000	70000	1	1	1	suite	15		damage_series_resist	70	70	-1	-1	0	0																																																																5	99	8	0									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	9	manamax_v	9	staminamax_v	8	damage_cold_resist	9	state_weak_resisttime	8							15	damage_poison_resist	80	80														1
逐鹿之苍穹冠	橙色争夺套装_土系女铁帽	5	1	4	9	260	10	4	\image\item\equip\helm\f_kui_610_s.spr	\image\item\equip\helm\f_kui_610.spr	19			5	90000	1500000	70000	1	1	1	suite		15	damage_series_resist	70	70	-1	-1	0	0																																																																5	99	8	1									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	9	manamax_v	9	staminamax_v	8	damage_cold_resist	9	state_weak_resisttime	8							15	damage_poison_resist	80	80														1
逐鹿之苍穹冠	橙色争夺套装_土系男布帽	5	1	4	9	261	10	4	\image\item\equip\helm\m_bupi_410_s.spr	\image\item\equip\helm\m_bupi_410.spr	18			5	90000	1500000	70000	1	1	1	suite	3		damage_series_resist	70	70	-1	-1	0	0																																																																5	99	8	0									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	9	manamax_v	9	staminamax_v	8	damage_cold_resist	9	state_weak_resisttime	8							15	damage_poison_resist	80	80														1
逐鹿之苍穹冠	橙色争夺套装_土系女布帽	5	1	4	9	262	10	4	\image\item\equip\helm\f_bupi_810_s.spr	\image\item\equip\helm\f_bupi_810.spr	19			5	90000	1500000	70000	1	1	1	suite		1	damage_series_resist	70	70	-1	-1	0	0																																																																5	99	8	1									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	9	manamax_v	9	staminamax_v	8	damage_cold_resist	9	state_weak_resisttime	8							15	damage_poison_resist	80	80														1
逐鹿之天佑之链	蓝色争夺套装_金系外功项链	3	1	4	5	263	10	4	\image\item\equip\necklace\n_110_s.spr	\image\item\equip\necklace\n_110.spr	30			5	35000	4500000	70000	1	1	1	suite			adddefense_v	75	75	-1	-1	0	0																																																																5	98											4	manareplenish_v	18	18					8	adddefense_v	65	65					10	manamax_v	120	120					12	lifereplenish_p	12	12					14	defencedeadlystrikedamagetrim	20	20					16	damage_all_resist	70	70					lifemax_v	6	manamax_v	6	ignoredefenseenhance_v	3	damage_cold_resist	5									15	damage_all_resist	32	32														
逐鹿之天佑之链	紫色争夺套装_金系外功项链	4	1	4	5	264	10	4	\image\item\equip\necklace\n_110_s.spr	\image\item\equip\necklace\n_110.spr	30			5	70000	4500000	70000	1	1	1	suite			adddefense_v	75	75	-1	-1	0	0																																																																5	98											4	manareplenish_v	18	18					8	adddefense_v	65	65					10	manamax_v	120	120					12	lifereplenish_p	12	12					14	defencedeadlystrikedamagetrim	20	20					16	damage_all_resist	70	70					lifemax_v	7	manamax_v	7	ignoredefenseenhance_v	4	damage_cold_resist	6	state_weak_resisttime	5							15	damage_all_resist	32	32														
逐鹿之天佑之链	紫色争夺套装_金系外功项链	4	1	4	5	265	10	4	\image\item\equip\necklace\n_110_s.spr	\image\item\equip\necklace\n_110.spr	30			5	70000	4500000	70000	1	1	1	suite			adddefense_v	75	75	-1	-1	0	0																																																																5	98											4	manareplenish_v	18	18					8	adddefense_v	65	65					10	manamax_v	120	120					12	lifereplenish_p	12	12					14	defencedeadlystrikedamagetrim	20	20					16	damage_all_resist	70	70					lifemax_v	7	manamax_v	7	ignoredefenseenhance_v	4	damage_cold_resist	6	state_weak_resisttime	5							15	damage_all_resist	32	32														
逐鹿之天佑之链	橙色争夺套装_金系外功项链	5	1	4	5	266	10	4	\image\item\equip\necklace\n_110_s.spr	\image\item\equip\necklace\n_110.spr	30			5	130000	4500000	70000	1	1	1	suite			adddefense_v	75	75	-1	-1	0	0																																																																5	98											4	manareplenish_v	18	18					8	adddefense_v	65	65					10	manamax_v	120	120					12	lifereplenish_p	12	12					14	defencedeadlystrikedamagetrim	20	20					16	damage_all_resist	70	70					lifemax_v	8	manamax_v	8	ignoredefenseenhance_v	5	damage_cold_resist	7	state_weak_resisttime	6	deadlystrikeenhance_r	4					15	damage_all_resist	32	32														1
逐鹿之天佑之链	橙色争夺套装_金系外功项链	5	1	4	5	267	10	4	\image\item\equip\necklace\n_110_s.spr	\image\item\equip\necklace\n_110.spr	30			5	130000	4500000	70000	1	1	1	suite			adddefense_v	75	75	-1	-1	0	0																																																																5	98											4	manareplenish_v	18	18					8	adddefense_v	65	65					10	manamax_v	120	120					12	lifereplenish_p	12	12					14	defencedeadlystrikedamagetrim	20	20					16	damage_all_resist	70	70					lifemax_v	8	manamax_v	8	ignoredefenseenhance_v	5	damage_cold_resist	7	state_weak_resisttime	6	deadlystrikeenhance_r	4					15	damage_all_resist	32	32														1
逐鹿之天佑之链	蓝色争夺套装_金系外功项链	3	1	4	5	268	10	4	\image\item\equip\necklace\n_110_s.spr	\image\item\equip\necklace\n_110.spr	30			5	35000	4500000	70000	1	1	1	suite			adddefense_v	75	75	-1	-1	0	0																																																																5	98											4	manareplenish_v	18	18					8	adddefense_v	65	65					10	manamax_v	120	120					12	lifereplenish_p	12	12					14	defencedeadlystrikedamagetrim	20	20					16	damage_all_resist	70	70					lifemax_v	6	manamax_v	6	ignoredefenseenhance_v	3	damage_cold_resist	5									15	damage_all_resist	32	32														
逐鹿之天佑之链	紫色争夺套装_金系外功项链	4	1	4	5	269	10	4	\image\item\equip\necklace\n_110_s.spr	\image\item\equip\necklace\n_110.spr	30			5	70000	4500000	70000	1	1	1	suite			adddefense_v	75	75	-1	-1	0	0																																																																5	98											4	manareplenish_v	18	18					8	adddefense_v	65	65					10	manamax_v	120	120					12	lifereplenish_p	12	12					14	defencedeadlystrikedamagetrim	20	20					16	damage_all_resist	70	70					lifemax_v	7	manamax_v	7	ignoredefenseenhance_v	4	damage_cold_resist	6	state_weak_resisttime	5							15	damage_all_resist	32	32														
逐鹿之天佑之链	橙色争夺套装_金系外功项链	5	1	4	5	270	10	4	\image\item\equip\necklace\n_110_s.spr	\image\item\equip\necklace\n_110.spr	30			5	130000	4500000	70000	1	1	1	suite			adddefense_v	75	75	-1	-1	0	0																																																																5	98											4	manareplenish_v	18	18					8	adddefense_v	65	65					10	manamax_v	120	120					12	lifereplenish_p	12	12					14	defencedeadlystrikedamagetrim	20	20					16	damage_all_resist	70	70					lifemax_v	8	manamax_v	8	ignoredefenseenhance_v	5	damage_cold_resist	7	state_weak_resisttime	6	deadlystrikeenhance_r	4					15	damage_all_resist	32	32														1
逐鹿之天佑之链	蓝色争夺套装_木系外功项链	3	1	4	5	271	10	4	\image\item\equip\necklace\n_110_s.spr	\image\item\equip\necklace\n_110.spr	30			3	35000	4500000	70000	1	1	1	suite			adddefense_v	75	75	-1	-1	0	0																																																																5	98											4	manareplenish_v	18	18					8	adddefense_v	65	65					10	manamax_v	120	120					12	lifereplenish_p	12	12					14	defencedeadlystrikedamagetrim	20	20					16	damage_all_resist	70	70					lifemax_v	6	manamax_v	6	ignoredefenseenhance_v	3	damage_fire_resist	5									15	damage_all_resist	32	32														
逐鹿之天佑之链	紫色争夺套装_木系外功项链	4	1	4	5	272	10	4	\image\item\equip\necklace\n_110_s.spr	\image\item\equip\necklace\n_110.spr	30			3	70000	4500000	70000	1	1	1	suite			adddefense_v	75	75	-1	-1	0	0																																																																5	98											4	manareplenish_v	18	18					8	adddefense_v	65	65					10	manamax_v	120	120					12	lifereplenish_p	12	12					14	defencedeadlystrikedamagetrim	20	20					16	damage_all_resist	70	70					lifemax_v	7	manamax_v	7	ignoredefenseenhance_v	4	damage_fire_resist	6	state_stun_resisttime	5							15	damage_all_resist	32	32														
逐鹿之天佑之链	紫色争夺套装_木系外功项链	4	1	4	5	273	10	4	\image\item\equip\necklace\n_110_s.spr	\image\item\equip\necklace\n_110.spr	30			3	70000	4500000	70000	1	1	1	suite			adddefense_v	75	75	-1	-1	0	0																																																																5	98											4	manareplenish_v	18	18					8	adddefense_v	65	65					10	manamax_v	120	120					12	lifereplenish_p	12	12					14	defencedeadlystrikedamagetrim	20	20					16	damage_all_resist	70	70					lifemax_v	7	manamax_v	7	ignoredefenseenhance_v	4	damage_fire_resist	6	state_stun_resisttime	5							15	damage_all_resist	32	32														
逐鹿之天佑之链	橙色争夺套装_木系外功项链	5	1	4	5	274	10	4	\image\item\equip\necklace\n_110_s.spr	\image\item\equip\necklace\n_110.spr	30			3	130000	4500000	70000	1	1	1	suite			adddefense_v	75	75	-1	-1	0	0																																																																5	98											4	manareplenish_v	18	18					8	adddefense_v	65	65					10	manamax_v	120	120					12	lifereplenish_p	12	12					14	defencedeadlystrikedamagetrim	20	20					16	damage_all_resist	70	70					lifemax_v	8	manamax_v	8	ignoredefenseenhance_v	5	damage_fire_resist	7	state_stun_resisttime	6	deadlystrikeenhance_r	4					15	damage_all_resist	32	32														1
逐鹿之天佑之链	橙色争夺套装_木系外功项链	5	1	4	5	275	10	4	\image\item\equip\necklace\n_110_s.spr	\image\item\equip\necklace\n_110.spr	30			3	130000	4500000	70000	1	1	1	suite			adddefense_v	75	75	-1	-1	0	0																																																																5	98											4	manareplenish_v	18	18					8	adddefense_v	65	65					10	manamax_v	120	120					12	lifereplenish_p	12	12					14	defencedeadlystrikedamagetrim	20	20					16	damage_all_resist	70	70					lifemax_v	8	manamax_v	8	ignoredefenseenhance_v	5	damage_fire_resist	7	state_stun_resisttime	6	deadlystrikeenhance_r	4					15	damage_all_resist	32	32														1
逐鹿之天佑之链	蓝色争夺套装_木系外功项链	3	1	4	5	276	10	4	\image\item\equip\necklace\n_110_s.spr	\image\item\equip\necklace\n_110.spr	30			3	35000	4500000	70000	1	1	1	suite			adddefense_v	75	75	-1	-1	0	0																																																																5	98											4	manareplenish_v	18	18					8	adddefense_v	65	65					10	manamax_v	120	120					12	lifereplenish_p	12	12					14	defencedeadlystrikedamagetrim	20	20					16	damage_all_resist	70	70					lifemax_v	6	manamax_v	6	ignoredefenseenhance_v	3	damage_fire_resist	5									15	damage_all_resist	32	32														
逐鹿之天佑之链	紫色争夺套装_木系外功项链	4	1	4	5	277	10	4	\image\item\equip\necklace\n_110_s.spr	\image\item\equip\necklace\n_110.spr	30			3	70000	4500000	70000	1	1	1	suite			adddefense_v	75	75	-1	-1	0	0																																																																5	98											4	manareplenish_v	18	18					8	adddefense_v	65	65					10	manamax_v	120	120					12	lifereplenish_p	12	12					14	defencedeadlystrikedamagetrim	20	20					16	damage_all_resist	70	70					lifemax_v	7	manamax_v	7	ignoredefenseenhance_v	4	damage_fire_resist	6	state_stun_resisttime	5							15	damage_all_resist	32	32														
逐鹿之天佑之链	橙色争夺套装_木系外功项链	5	1	4	5	278	10	4	\image\item\equip\necklace\n_110_s.spr	\image\item\equip\necklace\n_110.spr	30			3	130000	4500000	70000	1	1	1	suite			adddefense_v	75	75	-1	-1	0	0																																																																5	98											4	manareplenish_v	18	18					8	adddefense_v	65	65					10	manamax_v	120	120					12	lifereplenish_p	12	12					14	defencedeadlystrikedamagetrim	20	20					16	damage_all_resist	70	70					lifemax_v	8	manamax_v	8	ignoredefenseenhance_v	5	damage_fire_resist	7	state_stun_resisttime	6	deadlystrikeenhance_r	4					15	damage_all_resist	32	32														1
逐鹿之天佑之链	蓝色争夺套装_木系内功项链	3	1	4	5	279	10	4	\image\item\equip\necklace\n_110_s.spr	\image\item\equip\necklace\n_110.spr	30			3	35000	4500000	70000	1	1	1	suite			adddefense_v	75	75	-1	-1	0	0																																																																5	98											4	manareplenish_v	18	18					8	adddefense_v	65	65					10	manamax_v	120	120					12	lifereplenish_p	12	12					14	defencedeadlystrikedamagetrim	20	20					16	damage_all_resist	70	70					lifemax_v	7	manamax_v	7	staminamax_v	6	damage_fire_resist	7									15	damage_all_resist	32	32														
逐鹿之天佑之链	紫色争夺套装_木系内功项链	4	1	4	5	280	10	4	\image\item\equip\necklace\n_110_s.spr	\image\item\equip\necklace\n_110.spr	30			3	70000	4500000	70000	1	1	1	suite			adddefense_v	75	75	-1	-1	0	0																																																																5	98											4	manareplenish_v	18	18					8	adddefense_v	65	65					10	manamax_v	120	120					12	lifereplenish_p	12	12					14	defencedeadlystrikedamagetrim	20	20					16	damage_all_resist	70	70					lifemax_v	8	manamax_v	8	staminamax_v	7	damage_fire_resist	8	state_stun_resisttime	7							15	damage_all_resist	32	32														
逐鹿之天佑之链	紫色争夺套装_木系内功项链	4	1	4	5	281	10	4	\image\item\equip\necklace\n_110_s.spr	\image\item\equip\necklace\n_110.spr	30			3	70000	4500000	70000	1	1	1	suite			adddefense_v	75	75	-1	-1	0	0																																																																5	98											4	manareplenish_v	18	18					8	adddefense_v	65	65					10	manamax_v	120	120					12	lifereplenish_p	12	12					14	defencedeadlystrikedamagetrim	20	20					16	damage_all_resist	70	70					lifemax_v	8	manamax_v	8	staminamax_v	7	damage_fire_resist	8	state_stun_resisttime	7							15	damage_all_resist	32	32														
逐鹿之天佑之链	橙色争夺套装_木系内功项链	5	1	4	5	282	10	4	\image\item\equip\necklace\n_110_s.spr	\image\item\equip\necklace\n_110.spr	30			3	130000	4500000	70000	1	1	1	suite			adddefense_v	75	75	-1	-1	0	0																																																																5	98											4	manareplenish_v	18	18					8	adddefense_v	65	65					10	manamax_v	120	120					12	lifereplenish_p	12	12					14	defencedeadlystrikedamagetrim	20	20					16	damage_all_resist	70	70					lifemax_v	9	manamax_v	9	staminamax_v	8	damage_fire_resist	9	state_stun_resisttime	8	deadlystrikeenhance_r	4					15	damage_all_resist	32	32														1
逐鹿之天佑之链	橙色争夺套装_木系内功项链	5	1	4	5	283	10	4	\image\item\equip\necklace\n_110_s.spr	\image\item\equip\necklace\n_110.spr	30			3	130000	4500000	70000	1	1	1	suite			adddefense_v	75	75	-1	-1	0	0																																																																5	98											4	manareplenish_v	18	18					8	adddefense_v	65	65					10	manamax_v	120	120					12	lifereplenish_p	12	12					14	defencedeadlystrikedamagetrim	20	20					16	damage_all_resist	70	70					lifemax_v	9	manamax_v	9	staminamax_v	8	damage_fire_resist	9	state_stun_resisttime	8	deadlystrikeenhance_r	4					15	damage_all_resist	32	32														1
逐鹿之天佑之链	蓝色争夺套装_木系内功项链	3	1	4	5	284	10	4	\image\item\equip\necklace\n_110_s.spr	\image\item\equip\necklace\n_110.spr	30			3	35000	4500000	70000	1	1	1	suite			adddefense_v	75	75	-1	-1	0	0																																																																5	98											4	manareplenish_v	18	18					8	adddefense_v	65	65					10	manamax_v	120	120					12	lifereplenish_p	12	12					14	defencedeadlystrikedamagetrim	20	20					16	damage_all_resist	70	70					lifemax_v	7	manamax_v	7	staminamax_v	6	damage_fire_resist	7									15	damage_all_resist	32	32														
